SYSDATETIME,WIND_SPEED_CORRECTED,POWER_PER_TURBINE,POWER_TOTAL
2026-05-18 00:00:00,1.7709696455860822,42.1,842.4
2026-05-18 01:00:00,2.053756299570958,42.1,842.0
2026-05-18 02:00:00,2.855960157323217,43.5,869.2
2026-05-18 03:00:00,3.493440681809012,64.2,1283.3
2026-05-18 04:00:00,3.137816149570446,66.7,1334.9
2026-05-18 05:00:00,2.5919356377498617,42.0,840.6
2026-05-18 06:00:00,2.733125153364776,42.0,840.6
2026-05-18 07:00:00,2.68531459941348,42.5,850.9
2026-05-18 08:00:00,2.3367140183253863,43.7,873.7
2026-05-18 09:00:00,2.342958315401752,43.5,870.4
2026-05-18 10:00:00,2.5948748861743702,43.7,873.9
2026-05-18 11:00:00,3.105808833708833,66.8,1335.8
2026-05-18 12:00:00,3.559240906171081,66.7,1333.4
2026-05-18 13:00:00,4.30640321540715,190.2,3803.6
2026-05-18 14:00:00,4.773877505827653,280.8,5616.7
2026-05-18 15:00:00,5.242761461772279,381.1,7621.0
2026-05-18 16:00:00,5.042583802605691,338.5,6770.7
2026-05-18 17:00:00,4.453984038757487,216.5,4330.7
2026-05-18 18:00:00,3.962679187031847,134.4,2687.6
2026-05-18 19:00:00,3.3861128950382504,53.9,1078.4
2026-05-18 20:00:00,3.1964025750710454,65.4,1307.8
2026-05-18 21:00:00,2.9298527682093205,59.4,1188.7
2026-05-18 22:00:00,2.799691651194169,43.7,874.2
2026-05-18 23:00:00,2.636074058746909,42.5,850.4
2026-05-19 00:00:00,2.864059470098788,42.1,842.4
2026-05-19 01:00:00,2.8641666462837154,42.1,842.0
2026-05-19 02:00:00,3.045432057734422,66.7,1333.2
2026-05-19 03:00:00,3.028055335647484,66.8,1336.1
2026-05-19 04:00:00,3.270235990625144,55.3,1105.1
2026-05-19 05:00:00,3.5106006707142017,62.5,1249.5
2026-05-19 06:00:00,3.817555933603852,109.4,2188.6
2026-05-19 07:00:00,4.001456390755564,138.1,2761.4
2026-05-19 08:00:00,4.213486251317806,173.2,3464.5
2026-05-19 09:00:00,3.730056475289828,95.1,1901.6
2026-05-19 10:00:00,3.276164533189857,57.3,1145.7
2026-05-19 11:00:00,2.9759560412164308,59.6,1191.5
2026-05-19 12:00:00,2.974761751210412,59.6,1191.8
2026-05-19 13:00:00,3.3267876472751845,57.7,1154.2
2026-05-19 14:00:00,4.227184625052468,178.1,3562.6
2026-05-19 15:00:00,4.194870153857206,172.1,3441.6
2026-05-19 16:00:00,4.662173711109649,252.4,5048.7
2026-05-19 17:00:00,4.493828643096911,224.9,4497.2
2026-05-19 18:00:00,4.428386357721955,211.8,4236.2
2026-05-19 19:00:00,4.66257340261655,252.6,5052.4
2026-05-19 20:00:00,4.081497855477722,150.7,3013.3
2026-05-19 21:00:00,3.53578711451898,63.5,1269.1
2026-05-19 22:00:00,3.178907187058001,66.5,1329.8
2026-05-19 23:00:00,2.9864101691085634,59.8,1196.0
2026-05-20 00:00:00,2.9536984763504712,59.4,1187.9
2026-05-20 01:00:00,3.2677998722331223,55.9,1117.3
2026-05-20 02:00:00,3.677726263818428,88.0,1759.3
2026-05-20 03:00:00,3.7360245962851937,94.5,1889.7
2026-05-20 04:00:00,3.831306924551185,110.9,2217.6
2026-05-20 05:00:00,4.514441237870277,230.1,4602.2
2026-05-20 06:00:00,4.553871995558323,237.5,4749.5
2026-05-20 07:00:00,5.065791712418685,344.8,6896.1
2026-05-20 08:00:00,5.909989971847681,593.6,11871.5
2026-05-20 09:00:00,6.398843308608962,781.8,15635.5
2026-05-20 10:00:00,6.324446908484432,745.7,14913.4
2026-05-20 11:00:00,6.242146793910687,700.7,14014.3
2026-05-20 12:00:00,6.501406930747682,809.4,16189.0
2026-05-20 13:00:00,6.9749835361401535,1025.8,20516.4
2026-05-20 14:00:00,7.195335795372429,1136.8,22736.4
2026-05-20 15:00:00,7.187975740601893,1135.9,22717.4
2026-05-20 16:00:00,6.7502110690060775,905.9,18117.1
2026-05-20 17:00:00,6.746893864603679,907.3,18145.0
2026-05-20 18:00:00,6.241891531829335,695.6,13912.8
2026-05-20 19:00:00,7.212979667705725,1138.4,22768.0
2026-05-20 20:00:00,7.241205295945068,1152.4,23048.9
2026-05-20 21:00:00,7.493743453189519,1282.2,25644.3
2026-05-20 22:00:00,7.664271188199709,1369.3,27386.7
2026-05-20 23:00:00,7.901959135036062,1483.3,29666.0
2026-05-21 00:00:00,8.142590411763413,1629.1,32582.8
2026-05-21 01:00:00,8.072948235970223,1585.3,31705.8
2026-05-21 02:00:00,7.867048273062148,1459.1,29182.8
2026-05-21 03:00:00,7.944914219419388,1536.1,30721.5
2026-05-21 04:00:00,8.127881887306852,1645.1,32902.8
2026-05-21 05:00:00,7.808509845834649,1457.1,29142.8
2026-05-21 06:00:00,7.856766737260484,1498.6,29971.8
2026-05-21 07:00:00,8.193291392413196,1705.6,34112.9
2026-05-21 08:00:00,7.974087233158936,1568.6,31371.6
2026-05-21 09:00:00,7.590564432289866,1343.1,26862.6
2026-05-21 10:00:00,7.326762555986814,1195.5,23910.1
2026-05-21 11:00:00,6.849218906355548,961.7,19233.8
2026-05-21 12:00:00,6.406616701718885,777.3,15545.4
2026-05-21 13:00:00,6.911706527606143,993.3,19866.0
2026-05-21 14:00:00,6.39289598743283,768.7,15373.3
2026-05-21 15:00:00,6.132522162341878,666.5,13329.9
