SYSDATETIME,WTG001_POWER,WTG002_POWER,WTG003_POWER,WTG004_POWER,WTG005_POWER,WTG006_POWER,WTG007_POWER,WTG008_POWER,WTG009_POWER,WTG010_POWER,WTG011_POWER,WTG012_POWER,WTG013_POWER,WTG014_POWER,WTG015_POWER,WTG016_POWER,WTG017_POWER,WTG018_POWER,WTG019_POWER,WTG020_POWER,POWER_TOTAL
2026-05-21 00:00:00,2573.4,2197.4,2925.9,2838.6,2861.2,2612.3,2094.3,2031.4,2824.9,2894.6,2712.5,2388.9,2395.7,2804.0,2687.4,2481.8,2676.2,2665.5,2875.9,2885.3,52427.2
2026-05-21 01:00:00,2415.7,1754.6,2604.4,2446.5,2648.3,2117.9,1692.5,1610.6,2586.5,2476.0,2297.5,2021.2,2218.3,2353.1,2447.4,2228.2,2432.8,2311.6,2604.4,2726.4,45993.9
2026-05-21 02:00:00,2026.4,1176.1,2216.8,1944.1,2288.1,1838.5,1244.5,1133.1,2177.0,1892.2,1851.9,1729.7,1916.7,2209.5,2271.3,2010.5,2116.8,1848.8,2413.3,2493.3,38798.6
2026-05-21 03:00:00,1678.6,856.8,1885.2,1760.7,1928.7,1573.0,902.0,804.2,1861.1,1686.4,1549.0,1419.0,1661.8,1820.3,1938.0,1737.7,1881.1,771.5,2143.1,2199.5,32057.7
2026-05-21 04:00:00,1548.3,645.0,1634.7,1471.8,1714.1,1413.5,764.8,642.1,1575.4,1396.3,1415.1,1304.5,1506.0,1525.8,1687.6,1524.0,1634.9,578.4,1821.3,1887.8,27691.4
2026-05-21 05:00:00,1732.4,863.2,1766.4,1698.9,1932.0,1638.1,790.4,750.9,1777.8,1698.2,1584.6,1427.3,1654.7,1744.9,2014.1,1627.7,1781.7,807.0,2045.8,2206.3,31542.4
2026-05-21 06:00:00,2122.7,1093.1,2256.0,2048.4,2215.0,1927.5,1057.9,1041.9,2231.1,2016.4,1855.8,1754.5,1990.1,2106.4,2282.3,1995.5,2066.0,1044.1,2205.2,2600.3,37910.2
2026-05-21 07:00:00,1901.1,953.4,1904.3,1803.5,2170.0,1774.3,983.6,894.1,1884.1,1915.8,1762.5,1538.3,1786.0,1837.6,2173.2,1819.4,1865.0,898.4,2039.5,2441.7,34345.8
2026-05-21 08:00:00,1756.2,1031.8,1929.3,1799.9,2196.3,1664.4,954.9,941.1,2000.2,2002.0,1747.8,1571.2,1752.4,1895.9,2202.5,1862.2,1856.5,780.4,2038.6,2440.5,34424.1
2026-05-21 09:00:00,1585.8,901.2,1674.2,1694.2,1961.4,1580.2,882.7,866.4,1918.4,1753.8,1642.3,1558.1,1676.3,1840.5,2022.3,1822.2,1931.8,758.2,1920.3,2284.6,32274.9
2026-05-21 10:00:00,1754.7,1024.6,1924.3,1786.6,2103.8,1649.2,964.3,962.8,2063.2,1842.0,1698.6,1605.3,1794.4,1909.7,2131.1,1903.1,1984.2,819.4,2072.0,2385.6,34378.9
2026-05-21 11:00:00,1664.8,799.6,1747.0,1600.5,1964.8,1555.1,864.3,825.8,1856.6,1774.5,1550.1,1453.1,1674.5,1883.1,2033.5,1610.9,1819.6,765.9,2051.1,2159.7,31654.5
2026-05-21 12:00:00,1543.7,758.3,1619.6,1567.4,1924.2,1416.6,727.8,725.8,1771.3,1771.6,1453.1,1376.0,1524.8,1751.2,1877.4,1624.0,1636.8,712.6,1859.7,2007.1,29649.0
2026-05-21 13:00:00,1508.3,764.4,1443.1,1473.9,1775.0,1249.6,704.7,628.5,1504.7,1617.2,1303.7,1270.4,1366.8,1448.5,1817.0,1449.5,1487.2,1098.8,1658.5,1775.8,27345.6
2026-05-21 14:00:00,1109.0,661.7,1109.7,1127.6,1402.4,950.9,562.9,527.0,1220.2,1229.3,1069.0,935.6,1059.9,1166.2,1504.6,1218.0,1174.0,867.6,1337.3,1333.7,21566.6
2026-05-21 15:00:00,699.8,430.3,607.7,669.2,861.4,618.5,368.8,348.1,781.0,814.4,700.6,646.0,730.6,755.5,875.2,810.0,711.7,530.2,830.7,846.7,13636.4
2026-05-21 16:00:00,400.8,266.8,359.6,435.9,481.5,361.6,273.5,267.1,409.3,450.7,366.3,355.2,403.7,422.4,434.5,543.7,464.4,417.5,525.2,490.3,8130.0
2026-05-21 17:00:00,232.7,171.7,180.0,225.0,261.0,214.0,164.5,177.5,237.8,214.3,187.0,205.5,237.1,265.8,228.7,313.4,244.0,252.7,265.5,246.0,4524.2
2026-05-21 18:00:00,49.7,66.5,47.9,54.6,29.4,39.2,74.3,69.2,63.9,60.5,31.5,16.8,33.3,58.8,44.9,90.7,53.9,82.9,78.3,50.6,1096.9
2026-05-21 19:00:00,16.2,52.5,0.0,7.0,11.9,10.7,63.3,50.9,5.2,9.6,29.8,0.0,9.6,0.0,1.2,26.4,22.6,25.1,34.4,0.0,376.4
2026-05-21 20:00:00,39.9,53.5,0.0,10.3,27.4,52.6,64.9,51.6,3.8,13.7,100.2,9.1,14.4,0.0,29.4,21.5,60.1,15.1,58.9,53.8,680.2
2026-05-21 21:00:00,98.5,60.4,31.7,51.2,79.3,112.0,62.0,54.2,62.5,51.0,140.6,26.6,49.7,36.8,26.4,111.3,76.0,45.2,78.6,72.4,1326.4
2026-05-21 22:00:00,72.8,60.6,0.0,33.1,43.7,88.5,76.8,71.1,36.0,37.3,149.7,34.2,30.4,5.4,32.8,99.2,81.5,41.6,66.0,80.5,1141.2
2026-05-21 23:00:00,101.2,86.9,52.2,76.1,49.9,128.4,94.1,90.1,59.5,48.3,174.7,65.6,61.0,64.0,53.1,166.6,109.9,84.7,135.2,78.0,1779.5
2026-05-22 00:00:00,128.3,116.5,57.0,92.6,79.7,144.7,114.4,121.9,94.0,74.3,203.5,90.5,76.0,80.0,78.6,174.1,140.5,111.3,132.5,107.1,2217.5
2026-05-22 01:00:00,45.6,66.9,0.0,13.7,23.7,63.7,62.4,70.2,29.5,10.2,99.5,26.9,15.2,35.3,16.9,79.0,46.9,37.2,80.1,37.7,860.6
2026-05-22 02:00:00,10.2,58.1,0.0,0.0,28.6,30.7,42.8,43.5,3.0,7.2,38.7,0.0,0.0,1.1,0.0,32.0,26.9,21.0,35.9,4.3,384.0
2026-05-22 03:00:00,70.0,69.0,0.0,19.3,66.9,77.3,55.0,51.8,48.9,19.3,107.5,41.0,23.3,35.1,11.6,112.5,68.6,53.7,59.8,27.4,1018.0
2026-05-22 04:00:00,36.4,56.4,0.0,4.0,31.8,42.2,42.1,43.4,17.8,7.7,63.1,19.4,12.0,14.3,5.3,99.3,55.5,38.5,58.3,26.8,674.3
2026-05-22 05:00:00,0.0,40.2,0.0,4.2,6.6,25.2,47.5,45.4,0.0,10.1,45.7,0.0,0.1,7.5,0.8,31.1,25.3,8.0,41.8,18.4,357.9
2026-05-22 06:00:00,1.0,59.8,0.0,8.6,8.6,19.2,48.7,49.5,0.0,9.3,48.3,0.0,6.1,3.3,6.1,31.2,18.3,2.0,36.3,3.6,359.9
2026-05-22 07:00:00,1.6,32.6,0.0,9.0,7.8,6.3,37.4,37.6,0.0,9.7,0.0,0.0,3.0,3.3,0.0,0.0,0.0,0.1,15.3,0.0,163.7
2026-05-22 08:00:00,0.0,30.6,0.0,0.4,6.2,7.9,36.0,34.1,0.0,6.2,0.0,0.0,3.3,0.7,0.0,0.0,3.0,0.0,10.9,0.0,139.3
2026-05-22 09:00:00,0.0,29.8,0.0,2.3,2.0,8.1,36.1,34.1,0.0,8.6,0.0,0.0,3.5,1.7,0.0,0.0,2.9,0.0,10.9,0.0,140.0
2026-05-22 10:00:00,0.0,30.0,0.0,5.7,14.1,5.1,34.4,34.5,1.6,4.8,0.0,0.0,3.0,3.7,0.0,0.0,0.0,0.0,10.8,0.0,147.7
2026-05-22 11:00:00,0.0,32.0,0.0,0.0,2.2,0.0,33.4,32.8,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.7,0.0,102.1
2026-05-22 12:00:00,0.0,31.6,0.0,0.0,0.0,0.3,34.5,30.3,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,96.7
2026-05-22 13:00:00,14.9,43.3,0.0,0.0,0.0,3.0,39.3,49.0,5.2,29.5,0.0,0.0,0.0,4.2,0.0,0.0,0.7,3.7,22.6,0.0,215.4
2026-05-22 14:00:00,21.9,60.3,0.0,7.8,34.2,22.6,56.3,61.7,28.1,42.0,0.0,17.2,15.9,46.4,25.1,16.1,31.2,54.0,42.1,27.4,610.3
2026-05-22 15:00:00,26.4,37.3,0.0,0.0,14.2,8.9,54.2,53.1,6.9,46.1,0.0,9.7,0.0,33.5,32.9,16.3,19.9,36.1,51.0,22.6,469.1
2026-05-22 16:00:00,24.2,32.1,7.6,0.0,0.0,16.4,51.1,52.2,0.0,30.4,0.0,4.4,0.0,29.9,28.9,18.0,13.0,28.7,50.9,21.0,408.8
2026-05-22 17:00:00,38.0,49.1,0.0,5.5,28.6,36.8,56.4,60.0,9.5,35.2,22.5,22.6,20.6,33.3,40.0,29.9,48.9,53.4,62.6,49.9,702.8
2026-05-22 18:00:00,110.2,79.0,54.3,76.9,87.7,117.0,89.4,76.1,61.0,91.9,104.7,81.5,84.5,104.0,86.3,121.2,131.8,96.9,119.4,110.4,1884.2
2026-05-22 19:00:00,93.8,83.3,8.4,51.9,52.2,102.4,81.0,88.8,57.8,63.3,82.8,55.8,67.3,73.6,55.0,101.4,108.1,81.9,107.2,79.5,1495.5
2026-05-22 20:00:00,38.9,39.3,0.0,7.1,12.5,64.6,44.7,51.7,8.7,0.1,58.2,6.6,12.5,12.6,0.0,59.7,48.3,11.0,39.6,1.4,517.5
2026-05-22 21:00:00,0.0,32.0,0.0,0.0,0.0,5.6,33.1,31.7,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,4.8,0.0,107.2
2026-05-22 22:00:00,0.0,31.1,0.0,0.0,3.1,8.3,33.9,33.7,0.3,0.6,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,8.7,0.0,119.7
2026-05-22 23:00:00,26.5,43.4,0.0,0.6,0.0,22.8,37.8,39.2,0.0,0.5,45.5,0.0,0.0,0.0,0.0,18.1,7.6,0.0,14.6,0.0,256.6
2026-05-23 00:00:00,94.3,74.6,0.0,23.8,78.2,84.2,58.4,63.6,46.6,47.4,103.3,54.2,27.5,65.6,40.6,82.1,79.3,37.3,86.7,53.3,1201.0
