SYSDATETIME,WTG001_POWER,WTG002_POWER,WTG003_POWER,WTG004_POWER,WTG005_POWER,WTG006_POWER,WTG007_POWER,WTG008_POWER,WTG009_POWER,WTG010_POWER,WTG011_POWER,WTG012_POWER,WTG013_POWER,WTG014_POWER,WTG015_POWER,WTG016_POWER,WTG017_POWER,WTG018_POWER,WTG019_POWER,WTG020_POWER,POWER_TOTAL
2026-05-17 00:00:00,0.0,30.0,0.0,0.3,2.8,3.4,34.1,36.1,0.0,10.1,0.0,0.0,5.3,0.0,0.0,0.0,0.0,0.0,8.2,1.5,131.8
2026-05-17 01:00:00,0.0,31.4,0.0,6.5,14.1,0.5,33.3,36.2,0.0,5.6,0.0,0.0,2.0,0.4,2.4,0.0,0.0,0.0,8.4,0.0,140.8
2026-05-17 02:00:00,0.0,30.2,0.0,4.9,18.9,2.1,32.5,41.9,0.0,5.7,6.1,0.0,0.0,1.4,1.6,0.0,0.0,16.6,5.0,0.1,167.0
2026-05-17 03:00:00,0.0,30.4,0.0,3.5,10.2,2.7,32.5,34.5,0.0,4.9,15.5,0.0,0.0,0.0,0.0,0.0,0.0,0.0,6.9,4.3,145.4
2026-05-17 04:00:00,0.0,30.4,0.0,2.3,14.5,1.9,32.5,34.5,0.0,7.4,4.4,0.0,1.0,1.1,3.1,0.0,0.0,0.0,10.0,4.3,147.4
2026-05-17 05:00:00,0.0,32.9,0.0,3.6,11.7,11.7,39.2,39.2,0.0,8.4,17.2,1.9,8.1,1.2,0.0,15.7,0.0,0.0,24.0,12.4,227.2
2026-05-17 06:00:00,17.4,44.3,0.0,5.8,20.1,13.3,45.9,42.4,0.2,13.0,21.1,0.0,9.1,2.0,0.0,27.3,16.5,0.0,24.3,28.7,331.4
2026-05-17 07:00:00,26.6,51.2,0.0,7.3,20.3,30.3,53.9,48.5,3.6,12.4,71.1,0.0,6.4,2.6,0.0,29.9,28.3,11.7,37.6,22.6,464.3
2026-05-17 08:00:00,47.1,45.6,0.0,27.5,19.4,35.5,54.8,54.5,12.8,8.1,87.9,10.2,5.9,13.3,14.9,47.1,26.2,28.5,46.0,33.6,618.9
2026-05-17 09:00:00,33.5,46.0,1.2,28.3,12.7,13.4,49.1,53.1,2.7,12.1,58.1,5.1,14.0,9.2,21.3,34.4,24.4,30.3,41.3,46.9,537.1
2026-05-17 10:00:00,20.5,50.2,1.9,29.1,19.5,1.0,53.2,47.4,1.2,10.6,53.9,5.5,0.0,14.2,19.9,38.7,30.1,22.3,39.4,50.2,508.8
2026-05-17 11:00:00,39.0,61.7,0.0,26.9,18.9,31.5,65.2,57.8,10.8,28.8,43.7,21.1,7.7,35.9,41.1,38.5,40.6,53.5,65.2,77.7,765.6
