SYSDATETIME,GFS_wind_speed_80m,GFS_wind_direction_80m,GFS_temperature_2m,GFS_relative_humidity_2m,GFS_wind_gusts_10m,ECMWF_wind_speed_100m,ECMWF_wind_speed_10m,ECMWF_wind_direction_10m,ECMWF_temperature_2m,ECMWF_relative_humidity_2m,ICON_wind_speed_80m,ICON_wind_direction_80m,ICON_temperature_2m,ICON_relative_humidity_2m,ICON_wind_gusts_10m,GEM_wind_speed_80m,GEM_wind_direction_80m,GEM_temperature_2m,GEM_relative_humidity_2m,GEM_wind_gusts_10m,JMA_wind_speed_10m,JMA_wind_direction_10m,JMA_temperature_2m,JMA_relative_humidity_2m
2026-05-19 21:00:00,3.58,30.0,19.0,63,3.3,2.47,1.46,74.0,18.8,71.0,3.07,199.0,20.4,80.0,2.2,3.3,57.0,17.8,87.0,2.8,0.92,103.0,18.6,82.0
2026-05-19 22:00:00,2.57,13.0,19.3,60,2.9,2.0,1.3,94.0,18.6,72.0,2.31,175.0,20.9,75.0,1.7,4.0,84.0,17.9,86.0,3.1,1.14,105.0,18.2,82.0
2026-05-19 23:00:00,4.01,356.0,18.9,61,3.7,1.77,1.03,119.0,18.6,74.0,1.5,180.0,20.3,78.0,1.0,5.0,112.0,18.0,85.0,3.4,1.17,110.0,17.9,82.0
2026-05-20 00:00:00,3.3,360.0,18.8,62,2.6,2.16,0.78,140.0,18.5,75.0,2.83,122.0,20.4,78.0,1.8,5.9,139.0,18.1,84.0,3.7,1.21,114.0,17.7,82.0
2026-05-20 01:00:00,4.6,360.0,19.2,61,4.4,1.92,0.5,143.0,18.5,74.0,3.2,92.0,20.5,78.0,2.4,6.5,141.0,18.2,85.0,3.9,1.12,117.0,17.5,82.0
2026-05-20 02:00:00,5.19,25.0,19.3,61,4.6,1.41,0.14,45.0,18.6,73.0,3.03,98.0,20.4,77.0,2.1,7.0,143.0,18.4,86.0,4.2,0.98,114.0,17.5,81.0
2026-05-20 03:00:00,5.82,29.0,19.2,62,5.3,1.04,0.45,27.0,18.7,72.0,2.92,96.0,20.3,78.0,2.3,7.7,145.0,18.5,88.0,4.7,0.95,108.0,17.4,81.0
2026-05-20 04:00:00,6.22,28.0,19.1,62,5.7,0.51,0.94,58.0,18.6,72.0,2.21,85.0,19.7,83.0,2.0,8.8,143.0,18.5,89.0,5.7,0.91,96.0,17.5,81.0
2026-05-20 05:00:00,6.1,55.0,19.0,63,5.8,2.83,1.65,76.0,18.6,73.0,1.56,50.0,19.4,86.0,2.0,10.1,141.0,18.5,91.0,7.0,0.81,83.0,17.7,80.0
2026-05-20 06:00:00,5.55,64.0,18.9,64,5.5,4.54,2.24,80.0,18.9,72.0,2.7,39.0,19.3,87.0,2.6,10.9,139.0,18.5,91.0,7.8,0.86,54.0,17.9,80.0
2026-05-20 07:00:00,2.7,39.0,18.4,70,1.3,5.14,2.65,79.0,19.9,68.0,2.69,48.0,19.4,85.0,2.5,10.8,143.0,18.8,89.0,7.7,1.0,37.0,18.2,80.0
2026-05-20 08:00:00,3.55,22.0,17.2,81,3.5,5.12,2.96,78.0,21.3,62.0,3.18,62.0,19.3,85.0,2.7,10.3,146.0,19.1,86.0,7.2,1.17,31.0,18.5,80.0
2026-05-20 09:00:00,7.0,47.0,17.3,82,9.1,4.5,2.75,80.0,22.2,59.0,3.13,97.0,19.2,86.0,2.6,9.9,150.0,19.2,84.0,6.8,1.39,30.0,18.7,80.0
2026-05-20 10:00:00,8.0,53.0,16.5,87,10.8,2.91,1.4,90.0,22.2,61.0,3.0,90.0,19.1,87.0,2.7,9.7,148.0,19.1,86.0,6.8,1.53,32.0,18.8,81.0
2026-05-20 11:00:00,8.44,49.0,16.2,86,9.4,2.06,0.81,210.0,21.7,67.0,4.0,89.0,18.9,86.0,3.7,9.7,145.0,19.0,89.0,7.0,1.63,43.0,19.0,83.0
2026-05-20 12:00:00,8.02,57.0,15.8,87,8.6,2.5,1.66,237.0,21.1,73.0,4.6,88.0,18.9,87.0,4.0,9.9,143.0,18.8,92.0,7.3,1.77,47.0,19.1,85.0
2026-05-20 13:00:00,8.02,54.0,15.7,89,8.7,1.22,0.81,263.0,20.6,80.0,4.02,109.0,19.2,88.0,4.5,10.5,142.0,18.5,94.0,7.8,1.94,55.0,19.2,87.0
2026-05-20 14:00:00,8.15,61.0,16.2,87,9.0,2.31,1.25,29.0,20.0,88.0,4.18,101.0,19.5,87.0,3.9,11.4,142.0,18.4,96.0,8.5,2.15,62.0,19.3,89.0
2026-05-20 15:00:00,6.24,55.0,15.8,93,6.8,4.39,2.69,42.0,19.5,93.0,2.33,155.0,19.3,92.0,3.2,12.1,141.0,18.2,97.0,9.1,2.38,68.0,19.3,90.0
2026-05-20 16:00:00,6.81,50.0,15.6,96,6.9,5.37,3.25,45.0,19.2,95.0,1.25,61.0,18.9,96.0,1.8,12.6,142.0,18.3,97.0,9.4,2.66,70.0,19.2,90.0
2026-05-20 17:00:00,8.22,49.0,15.7,96,8.2,5.81,3.33,49.0,19.1,94.0,1.43,205.0,18.6,98.0,1.8,12.9,142.0,18.5,96.0,9.6,3.01,75.0,19.2,90.0
2026-05-20 18:00:00,7.29,57.0,16.2,95,7.6,5.95,3.34,51.0,19.0,94.0,4.3,144.0,19.1,98.0,3.1,13.1,143.0,18.5,95.0,9.7,3.3,76.0,19.1,89.0
2026-05-20 19:00:00,6.4,51.0,16.8,92,6.8,5.77,3.08,54.0,18.8,94.0,6.89,140.0,19.4,92.0,6.0,12.9,144.0,18.5,95.0,9.5,3.69,77.0,19.0,88.0
2026-05-20 20:00:00,7.69,58.0,16.8,93,7.8,5.37,2.75,57.0,18.6,95.0,5.61,140.0,19.5,91.0,6.0,12.6,144.0,18.3,96.0,9.3,3.86,80.0,18.8,88.0
2026-05-20 21:00:00,5.99,64.0,16.8,92,6.3,4.7,2.33,59.0,18.5,95.0,5.95,138.0,19.4,93.0,5.1,12.4,145.0,18.2,97.0,9.1,3.96,80.0,18.6,88.0
2026-05-20 22:00:00,4.43,65.0,17.0,91,4.7,3.55,1.78,52.0,18.4,96.0,5.32,139.0,19.2,94.0,4.8,12.7,149.0,18.2,97.0,9.3,3.86,80.0,18.3,89.0
2026-05-20 23:00:00,4.44,54.0,17.1,90,4.4,2.21,1.28,39.0,18.4,97.0,5.6,139.0,19.4,92.0,4.5,13.2,154.0,18.2,97.0,9.6,3.67,79.0,17.9,90.0
2026-05-21 00:00:00,6.37,68.0,17.0,90,6.4,1.91,1.17,31.0,18.3,97.0,5.5,143.0,19.2,92.0,4.6,13.3,158.0,18.3,97.0,9.7,3.28,78.0,17.5,92.0
2026-05-21 01:00:00,5.25,72.0,16.9,91,5.8,3.06,1.7,50.0,18.2,97.0,5.99,154.0,19.6,87.0,4.9,12.7,166.0,18.3,97.0,9.2,2.96,78.0,17.1,93.0
2026-05-21 02:00:00,5.25,50.0,16.9,93,5.7,5.2,2.87,61.0,18.0,96.0,6.75,155.0,19.6,87.0,5.8,11.8,175.0,18.3,98.0,8.3,2.67,77.0,16.8,94.0
2026-05-21 03:00:00,7.57,34.0,16.8,94,7.1,6.93,3.76,65.0,17.8,95.0,6.28,171.0,19.5,88.0,5.9,11.0,183.0,18.1,98.0,7.8,2.57,77.0,16.5,95.0
2026-05-21 04:00:00,8.65,49.0,16.7,97,8.0,7.6,4.11,64.0,17.6,94.0,7.11,178.0,19.5,90.0,6.3,10.6,201.0,17.6,98.0,7.8,2.67,77.0,16.4,95.0
2026-05-21 05:00:00,7.92,43.0,17.1,97,7.9,7.78,4.21,62.0,17.3,93.0,6.35,173.0,19.5,91.0,6.5,10.3,218.0,17.0,98.0,8.1,2.94,80.0,16.2,96.0
2026-05-21 06:00:00,7.28,37.0,17.1,95,7.3,7.7,4.25,60.0,17.3,91.0,6.73,185.0,19.4,93.0,6.3,10.1,236.0,16.5,98.0,8.5,3.24,81.0,16.1,96.0
2026-05-21 07:00:00,8.63,46.0,17.3,95,9.2,7.26,4.07,62.0,17.6,89.0,5.84,187.0,19.4,93.0,6.0,10.2,234.0,16.0,96.0,9.2,3.54,82.0,16.1,95.0
2026-05-21 08:00:00,8.3,41.0,17.5,96,8.5,6.52,3.89,64.0,18.2,86.0,6.39,197.0,19.3,93.0,5.8,10.3,231.0,15.8,94.0,10.0,3.72,84.0,16.3,94.0
2026-05-21 09:00:00,8.3,49.0,17.8,94,8.4,5.79,3.58,67.0,18.9,83.0,6.43,201.0,19.2,92.0,6.2,10.4,229.0,15.6,93.0,10.5,3.82,84.0,16.6,93.0
2026-05-21 10:00:00,7.3,54.0,18.5,90,7.4,4.9,3.14,68.0,19.9,79.0,5.79,198.0,19.1,92.0,5.9,10.2,233.0,15.6,93.0,10.3,3.62,84.0,17.3,91.0
2026-05-21 11:00:00,6.65,46.0,19.1,88,6.4,4.05,2.73,66.0,21.1,74.0,5.08,190.0,19.0,92.0,5.5,9.8,237.0,15.7,94.0,9.7,3.32,83.0,18.4,88.0
2026-05-21 12:00:00,8.16,41.0,19.6,87,8.0,3.45,2.33,65.0,22.0,70.0,4.4,181.0,19.0,92.0,5.0,9.5,241.0,15.8,94.0,9.2,2.93,82.0,19.6,84.0
2026-05-21 13:00:00,9.13,43.0,20.0,87,9.0,3.23,2.02,57.0,22.6,69.0,3.91,177.0,19.1,92.0,4.4,9.2,246.0,15.8,94.0,8.9,2.43,81.0,20.8,80.0
2026-05-21 14:00:00,10.33,47.0,19.4,91,10.5,3.26,1.91,43.0,22.9,69.0,3.41,175.0,19.2,92.0,3.7,8.9,251.0,15.7,94.0,8.7,2.14,79.0,21.8,77.0
2026-05-21 15:00:00,11.64,53.0,19.2,92,12.2,3.44,1.84,41.0,23.1,69.0,2.83,172.0,19.3,92.0,2.9,8.6,256.0,15.6,94.0,8.5,1.92,81.0,22.4,75.0
2026-05-21 16:00:00,11.31,51.0,19.1,91,11.9,3.83,2.06,61.0,23.4,67.0,1.99,162.0,19.4,92.0,2.0,8.3,263.0,15.6,94.0,8.2,1.91,84.0,22.5,74.0
2026-05-21 17:00:00,10.38,54.0,18.7,93,10.6,4.4,2.73,82.0,23.6,65.0,1.14,142.0,19.4,92.0,1.1,8.1,270.0,15.5,95.0,8.0,2.1,87.0,22.3,73.0
2026-05-21 18:00:00,9.63,57.0,18.4,94,9.7,5.04,3.3,92.0,23.3,65.0,0.85,111.0,19.5,92.0,0.5,7.8,277.0,15.4,95.0,7.7,2.4,92.0,21.9,73.0
2026-05-21 19:00:00,7.6,57.0,18.2,95,7.4,5.14,3.13,97.0,22.3,69.0,0.94,122.0,19.6,91.0,0.5,7.5,286.0,15.4,95.0,7.5,2.71,94.0,21.4,73.0
2026-05-21 20:00:00,5.65,67.0,18.0,96,4.9,5.13,2.57,103.0,21.0,75.0,1.3,148.0,19.7,90.0,0.9,7.2,295.0,15.2,95.0,7.4,2.92,96.0,20.9,74.0
2026-05-21 21:00:00,6.29,44.0,17.9,96,6.3,5.2,2.31,108.0,19.8,78.0,1.62,158.0,19.8,90.0,1.2,6.8,304.0,15.2,95.0,7.0,2.93,98.0,20.4,74.0
2026-05-21 22:00:00,6.96,58.0,17.7,96,7.0,5.69,2.55,101.0,19.1,76.0,1.53,169.0,19.7,91.0,1.0,6.1,305.0,15.1,95.0,6.3,2.83,98.0,20.0,74.0
2026-05-21 23:00:00,5.72,85.0,17.4,95,5.6,6.22,2.9,92.0,18.6,72.0,1.4,184.0,19.5,92.0,0.7,5.3,306.0,15.0,94.0,5.4,2.52,97.0,19.6,75.0
2026-05-22 00:00:00,5.54,83.0,17.3,94,5.1,6.24,3.11,86.0,18.1,70.0,1.46,196.0,19.4,92.0,0.7,4.5,307.0,14.9,94.0,4.5,2.11,95.0,19.1,76.0
2026-05-22 01:00:00,4.83,77.0,17.2,94,4.5,5.0,2.65,79.0,17.4,72.0,1.77,196.0,19.4,91.0,1.4,3.8,310.0,14.8,94.0,3.7,1.8,90.0,18.7,77.0
2026-05-22 02:00:00,4.75,68.0,17.2,94,4.6,3.24,2.06,67.0,16.7,77.0,2.24,190.0,19.4,90.0,2.4,3.1,312.0,14.7,94.0,3.0,1.5,90.0,18.4,78.0
2026-05-22 03:00:00,4.24,56.0,17.1,94,4.2,1.97,1.58,55.0,16.0,81.0,2.42,187.0,19.4,89.0,2.9,2.5,315.0,14.6,94.0,2.4,1.3,90.0,18.2,78.0
2026-05-22 04:00:00,4.7,66.0,17.1,94,4.6,1.49,1.34,63.0,15.2,85.0,2.0,180.0,19.4,89.0,2.3,2.0,315.0,14.6,94.0,2.0,1.3,94.0,18.2,78.0
2026-05-22 05:00:00,3.61,95.0,17.0,94,3.3,1.4,1.3,86.0,14.6,89.0,1.33,167.0,19.3,89.0,1.3,1.6,314.0,14.6,94.0,1.7,1.55,105.0,18.2,78.0
2026-05-22 06:00:00,2.73,118.0,17.1,93,2.7,1.46,1.32,99.0,14.6,90.0,1.06,139.0,19.4,89.0,0.6,1.4,314.0,14.6,94.0,1.5,1.84,112.0,18.4,78.0
2026-05-22 07:00:00,3.08,144.0,17.3,93,3.1,1.0,1.0,84.0,16.0,85.0,1.44,124.0,19.5,88.0,0.7,1.4,330.0,14.8,93.0,1.4,2.15,118.0,18.6,78.0
2026-05-22 08:00:00,2.33,205.0,17.6,91,2.2,0.92,0.85,45.0,18.1,78.0,1.89,122.0,19.6,87.0,1.1,1.5,346.0,15.0,92.0,1.5,2.33,121.0,18.9,77.0
2026-05-22 09:00:00,1.34,243.0,17.9,89,1.5,1.14,1.02,11.0,19.9,71.0,2.14,127.0,19.9,86.0,1.6,1.7,2.0,15.2,92.0,1.6,2.3,124.0,19.2,77.0
2026-05-22 10:00:00,1.43,245.0,18.3,88,1.3,1.12,1.0,360.0,21.3,67.0,2.33,149.0,20.3,84.0,2.2,2.1,2.0,15.4,92.0,1.9,2.0,127.0,19.7,76.0
2026-05-22 11:00:00,0.54,202.0,17.5,93,0.7,1.08,0.91,354.0,22.6,63.0,2.92,174.0,20.8,81.0,2.9,2.6,1.0,15.7,93.0,2.3,1.56,135.0,20.5,75.0
2026-05-22 12:00:00,1.0,174.0,17.2,94,1.1,1.03,0.95,342.0,23.3,62.0,3.24,189.0,21.1,79.0,3.3,2.9,1.0,15.9,94.0,2.6,0.89,153.0,21.3,74.0
2026-05-22 13:00:00,1.24,194.0,17.6,92,1.3,1.0,1.42,321.0,23.3,64.0,2.86,205.0,21.3,79.0,3.2,3.0,350.0,16.1,94.0,2.7,0.54,202.0,22.0,73.0
2026-05-22 14:00:00,2.15,208.0,18.8,85,2.2,2.16,2.2,309.0,22.8,68.0,2.36,234.0,21.4,80.0,2.8,2.9,338.0,16.4,93.0,2.7,0.81,240.0,22.6,72.0
2026-05-22 15:00:00,3.32,254.0,19.5,81,3.3,3.41,2.78,308.0,22.2,71.0,2.33,260.0,21.3,81.0,2.6,2.7,327.0,16.5,93.0,2.5,0.95,252.0,22.8,72.0
2026-05-22 16:00:00,5.81,281.0,19.6,80,5.8,4.34,3.04,314.0,21.5,73.0,2.18,286.0,20.8,84.0,2.6,2.1,285.0,16.6,93.0,2.0,0.98,246.0,22.7,73.0
2026-05-22 17:00:00,6.66,303.0,18.7,83,6.6,5.16,3.12,320.0,20.7,75.0,2.33,313.0,20.1,88.0,2.8,1.5,242.0,16.6,93.0,1.3,0.85,225.0,22.3,74.0
2026-05-22 18:00:00,3.69,311.0,18.2,86,3.3,5.35,3.02,326.0,19.9,77.0,1.89,328.0,19.6,89.0,3.0,1.7,200.0,16.7,93.0,1.2,0.85,201.0,21.8,77.0
2026-05-22 19:00:00,3.0,296.0,17.9,88,2.7,4.79,2.39,327.0,19.1,79.0,0.2,180.0,19.9,86.0,3.2,3.5,188.0,17.0,92.0,2.1,1.12,170.0,21.2,79.0
2026-05-22 20:00:00,3.11,264.0,16.7,93,2.9,3.64,1.44,326.0,18.3,81.0,3.1,159.0,20.5,82.0,3.5,6.2,176.0,17.5,90.0,3.5,1.49,160.0,20.6,80.0
2026-05-22 21:00:00,2.64,241.0,16.5,94,2.6,2.45,0.64,321.0,17.7,83.0,5.09,160.0,20.8,78.0,3.7,8.3,164.0,17.7,88.0,4.9,1.79,153.0,20.1,81.0
2026-05-22 22:00:00,2.79,249.0,16.4,93,2.7,0.82,0.1,180.0,17.3,85.0,5.29,165.0,20.4,76.0,3.8,9.3,158.0,17.5,87.0,6.2,2.06,151.0,19.7,81.0
2026-05-22 23:00:00,3.1,268.0,16.4,93,3.0,1.0,0.67,153.0,17.0,86.0,4.54,172.0,19.8,75.0,3.7,9.8,152.0,17.1,86.0,7.5,2.28,151.0,19.3,80.0
2026-05-23 00:00:00,3.28,282.0,17.2,91,3.1,2.22,1.08,146.0,16.8,87.0,4.0,180.0,19.2,75.0,3.7,9.9,146.0,16.9,86.0,8.1,2.59,152.0,18.9,79.0
2026-05-23 01:00:00,3.01,291.0,17.0,92,2.7,2.47,1.13,135.0,16.6,88.0,3.7,182.0,18.8,75.0,3.6,9.4,144.0,16.7,86.0,7.6,2.68,153.0,18.6,77.0
2026-05-23 02:00:00,2.39,303.0,16.8,93,2.1,2.33,0.98,114.0,16.4,88.0,3.4,178.0,18.5,76.0,3.6,8.4,141.0,16.6,87.0,6.5,2.91,153.0,18.4,76.0
2026-05-23 03:00:00,1.94,325.0,16.0,95,1.8,2.46,1.0,90.0,16.2,88.0,3.21,176.0,18.3,77.0,3.5,7.7,139.0,16.6,87.0,5.7,3.0,154.0,18.3,76.0
2026-05-23 04:00:00,2.1,360.0,16.1,96,2.2,2.55,1.22,81.0,16.1,88.0,3.94,144.0,18.9,78.0,3.7,7.6,131.0,16.5,87.0,5.7,3.0,154.0,18.3,76.0
2026-05-23 05:00:00,2.92,22.0,16.4,96,2.9,2.7,1.46,74.0,16.0,88.0,3.48,141.0,19.0,77.0,3.3,7.7,124.0,16.4,87.0,5.9,3.0,154.0,18.4,77.0
2026-05-23 06:00:00,3.67,29.0,16.9,95,3.4,3.01,1.68,73.0,16.2,87.0,3.04,136.0,19.1,77.0,2.9,7.5,116.0,16.4,87.0,5.9,2.95,156.0,18.6,78.0
2026-05-23 07:00:00,3.9,23.0,17.4,93,3.6,3.5,1.96,75.0,16.9,84.0,2.84,129.0,19.3,76.0,2.6,6.6,107.0,16.5,85.0,5.2,2.86,155.0,18.8,80.0
2026-05-23 08:00:00,3.88,12.0,18.1,89,3.6,4.08,2.22,82.0,17.8,80.0,2.75,123.0,19.5,75.0,2.3,5.4,99.0,16.8,82.0,4.2,2.73,156.0,19.1,81.0
2026-05-23 09:00:00,3.85,9.0,18.8,86,3.6,4.4,2.31,85.0,18.8,78.0,2.28,119.0,19.8,75.0,2.1,4.8,90.0,16.9,82.0,3.9,2.6,157.0,19.5,81.0
2026-05-23 10:00:00,3.67,26.0,19.7,82,3.8,3.96,2.1,90.0,19.6,79.0,1.12,117.0,20.0,76.0,2.1,5.3,88.0,16.5,86.0,4.8,2.38,158.0,20.0,81.0
2026-05-23 11:00:00,3.92,52.0,20.8,77,4.0,3.05,1.7,93.0,20.4,82.0,0.32,288.0,20.3,78.0,2.3,6.4,87.0,16.0,92.0,6.2,2.12,161.0,20.6,80.0
2026-05-23 12:00:00,4.16,63.0,21.2,75,4.1,1.99,1.2,85.0,21.1,84.0,1.57,297.0,20.4,79.0,2.6,7.2,85.0,15.7,96.0,7.3,1.77,164.0,21.3,79.0
2026-05-23 13:00:00,2.92,52.0,20.4,78,3.8,1.49,1.25,29.0,21.6,83.0,2.39,303.0,20.5,79.0,3.1,7.4,70.0,15.7,97.0,7.5,1.43,168.0,22.0,78.0
2026-05-23 14:00:00,2.0,360.0,19.0,83,3.4,3.03,2.51,355.0,22.0,81.0,3.12,310.0,20.5,78.0,3.8,7.4,55.0,15.9,97.0,7.4,1.2,175.0,22.5,78.0
2026-05-23 15:00:00,3.0,330.0,18.0,87,3.4,4.3,3.35,350.0,22.3,79.0,3.54,313.0,20.4,78.0,4.2,7.5,40.0,15.9,96.0,7.3,0.9,180.0,22.7,78.0
2026-05-23 16:00:00,4.14,340.0,17.9,87,4.4,4.12,3.14,351.0,22.5,79.0,3.54,315.0,20.3,79.0,4.1,7.9,39.0,15.9,96.0,7.7,0.71,188.0,22.5,80.0
2026-05-23 17:00:00,5.42,355.0,18.2,86,5.8,3.26,2.31,355.0,22.6,79.0,3.26,317.0,20.1,81.0,3.7,8.3,37.0,15.9,96.0,8.1,0.41,194.0,22.1,82.0
2026-05-23 18:00:00,6.41,4.0,18.3,85,6.6,2.5,1.61,7.0,22.5,81.0,2.92,322.0,19.9,82.0,3.3,8.6,36.0,16.0,95.0,8.3,0.22,207.0,21.6,85.0
2026-05-23 19:00:00,6.08,9.0,17.8,87,6.0,1.9,1.17,31.0,22.1,84.0,2.64,335.0,19.8,83.0,2.9,8.7,34.0,16.1,94.0,7.9,0.1,270.0,20.9,88.0
2026-05-23 20:00:00,5.19,16.0,17.2,90,4.9,2.28,0.98,66.0,21.4,88.0,2.52,353.0,19.7,83.0,2.5,8.6,31.0,16.3,93.0,7.2,0.22,333.0,20.3,91.0
2026-05-23 21:00:00,4.72,21.0,16.7,92,4.1,2.86,1.2,85.0,20.8,91.0,2.52,7.0,19.6,83.0,2.1,8.5,29.0,16.4,92.0,6.7,0.41,346.0,19.8,93.0
2026-05-23 22:00:00,4.93,18.0,16.4,93,4.3,2.69,1.3,86.0,20.3,93.0,2.16,13.0,19.5,83.0,1.8,8.5,30.0,16.4,92.0,6.8,0.61,351.0,19.3,95.0
2026-05-23 23:00:00,5.41,12.0,16.2,93,4.9,2.24,1.36,73.0,19.8,94.0,1.65,14.0,19.5,83.0,1.5,8.4,31.0,16.2,92.0,7.1,0.7,360.0,18.7,96.0
2026-05-24 00:00:00,5.77,9.0,16.0,93,5.4,2.18,1.39,60.0,19.4,95.0,1.26,18.0,19.5,83.0,1.3,8.3,32.0,16.0,92.0,7.2,0.81,7.0,18.1,97.0
2026-05-24 01:00:00,5.57,9.0,15.8,93,5.3,2.55,1.49,48.0,19.1,96.0,1.21,24.0,19.5,83.0,1.2,8.1,27.0,15.9,92.0,6.8,0.92,13.0,17.6,98.0
2026-05-24 02:00:00,5.22,12.0,15.6,93,5.0,3.33,1.72,36.0,18.8,97.0,1.39,30.0,19.4,83.0,1.2,7.8,21.0,15.9,92.0,6.3,1.02,11.0,17.3,98.0
2026-05-24 03:00:00,5.19,16.0,15.5,93,5.1,3.89,1.97,30.0,18.8,96.0,1.58,35.0,19.4,83.0,1.3,7.5,16.0,15.8,92.0,5.9,1.24,14.0,17.2,98.0
