SYSDATETIME,WTG001_POWER,WTG002_POWER,WTG003_POWER,WTG004_POWER,WTG005_POWER,WTG006_POWER,WTG007_POWER,WTG008_POWER,WTG009_POWER,WTG010_POWER,WTG011_POWER,WTG012_POWER,WTG013_POWER,WTG014_POWER,WTG015_POWER,WTG016_POWER,WTG017_POWER,WTG018_POWER,WTG019_POWER,WTG020_POWER,POWER_TOTAL
2026-05-19 00:00:00,53.5,55.9,63.7,64.9,117.8,43.8,54.3,46.4,30.3,87.6,38.3,48.7,27.2,35.7,70.8,26.8,42.2,66.6,72.5,67.0,1114.0
2026-05-19 01:00:00,59.4,55.9,53.0,63.2,115.7,54.8,61.6,53.5,31.7,84.6,56.6,49.9,27.2,44.8,76.2,37.4,33.1,58.7,73.6,73.8,1164.7
2026-05-19 02:00:00,108.2,91.6,79.3,113.2,166.6,119.6,88.7,78.6,82.4,118.6,111.2,92.0,74.3,98.5,112.4,108.6,117.3,82.9,133.4,137.0,2114.4
2026-05-19 03:00:00,107.3,85.5,121.4,124.2,179.2,133.1,88.1,72.3,106.3,141.2,108.8,89.0,89.4,116.9,106.4,134.3,143.9,80.6,141.0,158.2,2327.1
2026-05-19 04:00:00,166.1,112.4,173.0,176.9,226.5,178.1,104.1,86.5,151.1,183.7,148.3,153.0,148.6,164.7,190.4,167.2,169.9,122.1,188.9,213.4,3224.9
2026-05-19 05:00:00,272.0,175.6,259.4,287.3,329.6,260.7,159.7,143.7,251.6,268.4,255.7,226.7,238.6,230.6,275.4,264.5,271.5,214.5,263.1,315.7,4964.3
2026-05-19 06:00:00,373.1,229.5,367.9,360.9,399.6,326.0,214.1,191.8,317.8,373.2,328.2,298.0,298.1,318.3,351.4,356.6,333.1,264.8,337.6,444.8,6484.8
2026-05-19 07:00:00,380.3,245.6,411.3,390.6,426.3,339.4,241.9,213.8,344.8,416.8,348.6,322.6,312.4,361.8,399.6,318.1,344.0,309.9,376.6,479.7,6984.1
2026-05-19 08:00:00,428.6,258.9,444.4,432.5,513.6,374.7,241.9,224.0,362.4,495.5,360.7,345.2,352.5,400.9,481.6,360.0,345.0,352.8,439.2,514.1,7728.5
2026-05-19 09:00:00,317.2,205.0,343.8,342.3,394.8,274.5,189.5,186.0,300.2,388.7,287.2,275.8,249.6,300.6,358.6,264.1,252.1,264.6,334.8,348.7,5878.1
2026-05-19 10:00:00,190.1,122.5,213.1,184.7,272.5,148.2,111.0,112.4,179.0,229.1,152.8,151.0,156.8,177.7,226.3,134.4,142.0,153.9,192.5,191.2,3441.2
2026-05-19 11:00:00,31.3,60.9,64.4,50.3,95.2,25.2,57.4,58.7,55.8,72.0,27.8,30.8,27.1,64.9,79.0,9.3,13.3,43.5,62.0,58.7,987.6
2026-05-19 12:00:00,0.0,30.9,0.0,0.0,0.0,8.7,34.6,34.5,0.0,18.1,1.3,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.1,0.0,130.2
2026-05-19 13:00:00,0.0,34.4,0.0,0.0,0.0,4.7,32.3,30.4,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,101.8
2026-05-19 14:00:00,4.2,75.7,34.9,12.8,35.1,19.8,67.5,71.7,29.2,106.1,9.1,21.7,50.6,40.0,40.6,39.3,56.7,52.4,57.0,91.0,915.4
2026-05-19 15:00:00,194.1,161.6,157.9,181.9,199.5,201.3,142.7,139.9,171.8,267.9,173.4,185.0,217.1,256.0,186.5,235.6,241.2,255.5,261.7,271.2,4101.8
2026-05-19 16:00:00,157.8,132.4,124.6,138.1,138.6,181.9,119.5,113.9,128.5,222.2,178.6,145.4,152.1,154.6,187.2,183.8,190.9,210.3,216.0,239.0,3315.4
2026-05-19 17:00:00,191.4,128.6,109.7,140.8,149.6,181.9,128.5,117.2,122.3,162.8,207.6,142.6,139.3,152.3,166.2,169.2,173.1,199.8,201.1,179.7,3163.7
2026-05-19 18:00:00,120.1,86.3,57.3,64.2,57.6,91.7,77.4,70.3,49.9,82.1,97.6,59.5,51.7,83.6,103.0,84.5,95.7,113.2,114.2,109.2,1669.1
2026-05-19 19:00:00,47.0,50.9,14.3,18.4,4.5,50.5,52.4,45.9,2.6,16.9,48.1,10.1,6.0,0.7,25.0,12.5,15.5,45.8,43.9,32.0,543.0
2026-05-19 20:00:00,0.0,32.3,0.0,0.0,6.6,0.6,38.3,35.8,0.9,5.1,4.1,0.0,2.7,0.0,0.0,0.0,1.0,1.4,8.9,0.0,137.7
2026-05-19 21:00:00,37.4,65.1,16.6,19.0,25.1,42.3,63.5,55.9,7.5,23.8,53.4,18.4,4.3,27.7,20.8,22.5,35.0,45.1,30.3,20.7,634.4
2026-05-19 22:00:00,0.0,43.2,0.0,0.0,15.4,1.3,45.9,47.3,3.7,8.3,9.5,0.0,0.0,2.4,0.0,0.0,0.9,16.9,12.3,1.6,208.7
2026-05-19 23:00:00,5.9,32.9,19.5,1.2,37.9,13.5,43.6,41.2,0.0,14.7,27.3,0.0,1.9,15.5,2.8,2.4,10.9,25.6,22.7,18.4,337.9
2026-05-20 00:00:00,94.3,86.1,69.7,84.2,109.5,110.2,81.0,80.5,56.9,78.9,111.2,66.2,53.1,96.2,84.4,94.1,84.9,90.5,98.7,114.9,1745.5
2026-05-20 01:00:00,161.6,101.6,136.8,149.6,173.9,162.0,110.0,100.6,118.3,115.7,175.7,128.7,113.3,158.4,133.6,153.8,142.5,145.8,151.2,179.8,2812.9
2026-05-20 02:00:00,138.3,98.8,129.4,150.6,142.5,163.1,109.8,103.7,102.6,115.8,186.2,128.5,113.1,141.6,132.7,153.9,159.7,160.3,164.8,170.7,2766.1
2026-05-20 03:00:00,199.0,115.5,148.7,169.3,171.0,177.0,114.2,107.1,118.5,138.2,207.2,141.0,145.9,159.3,177.9,180.7,184.4,178.3,200.0,197.0,3230.2
2026-05-20 04:00:00,197.6,123.4,162.6,184.2,179.7,185.5,131.1,104.2,124.9,170.3,209.3,151.7,159.2,182.9,198.7,192.2,187.8,177.4,201.2,161.0,3384.9
2026-05-20 05:00:00,214.9,144.9,208.1,247.6,213.8,185.2,163.2,152.4,176.1,205.3,217.3,141.0,181.3,205.1,194.2,238.6,266.3,178.3,225.7,197.2,3956.5
2026-05-20 06:00:00,377.8,227.4,373.2,365.3,390.6,348.1,183.8,193.0,347.5,290.9,346.1,212.4,295.9,336.6,296.8,395.1,363.1,241.4,330.5,325.0,6240.5
2026-05-20 07:00:00,264.5,172.9,277.6,311.2,314.9,239.0,163.5,154.2,292.9,249.9,275.5,223.5,263.9,255.6,223.7,352.8,283.0,153.5,269.3,261.1,5002.5
2026-05-20 08:00:00,383.3,202.3,325.3,356.7,382.1,357.3,188.7,192.8,343.3,300.7,358.8,307.2,302.9,344.2,325.2,365.5,326.6,194.0,325.5,334.1,6216.5
2026-05-20 09:00:00,487.3,242.3,458.7,472.1,459.9,447.0,261.0,255.2,439.9,404.7,452.2,391.0,346.7,488.7,424.1,475.6,436.3,312.6,467.4,479.3,8202.0
2026-05-20 10:00:00,497.6,263.8,452.1,499.8,526.8,476.8,261.1,301.4,451.2,436.3,472.6,411.2,419.2,507.7,440.8,459.7,418.8,360.1,493.3,460.0,8610.3
2026-05-20 11:00:00,593.8,242.6,474.0,537.2,526.6,529.6,262.6,292.3,475.4,480.1,534.7,462.6,435.1,606.6,462.0,492.3,483.7,448.1,529.5,531.0,9399.8
2026-05-20 12:00:00,689.4,287.5,519.7,627.2,667.7,644.2,309.0,324.1,591.0,545.7,717.7,576.3,490.7,668.8,486.6,567.4,498.9,457.9,599.0,563.9,10832.7
2026-05-20 13:00:00,441.5,281.5,543.1,540.9,639.3,538.2,289.3,326.3,479.0,480.9,575.9,502.7,533.1,614.2,476.9,527.0,461.9,414.4,517.7,480.9,9664.7
2026-05-20 14:00:00,637.1,330.5,634.5,653.9,659.8,644.1,409.7,392.7,609.3,548.0,690.1,509.0,640.8,732.1,511.0,678.9,567.1,582.8,595.8,621.3,11648.5
2026-05-20 15:00:00,689.0,399.3,730.8,617.0,662.9,711.4,426.1,422.5,586.4,543.7,745.0,497.4,550.3,633.6,469.1,771.1,661.1,531.6,747.9,661.1,12057.3
2026-05-20 16:00:00,705.1,373.3,587.0,618.7,726.6,697.5,385.1,433.7,651.6,541.4,720.5,500.7,592.7,684.6,576.0,901.9,708.3,570.6,863.3,738.4,12577.0
2026-05-20 17:00:00,999.2,485.8,860.9,828.5,946.4,896.5,520.4,530.2,754.7,737.2,902.3,715.2,785.4,848.7,749.3,1071.2,967.3,558.6,1045.3,895.6,16098.7
2026-05-20 18:00:00,1380.1,764.6,1340.1,1302.7,1293.9,1381.4,763.1,806.3,1287.6,1018.2,1328.5,964.6,1124.5,1362.0,1050.7,1485.3,1301.8,962.8,1443.8,1300.5,23662.5
2026-05-20 19:00:00,1719.3,892.8,1565.4,1545.7,1510.7,1694.7,997.1,971.2,1428.5,1260.5,1559.9,1322.4,1348.2,1638.4,1229.1,1598.1,1533.6,1149.1,1540.3,1466.7,27971.7
2026-05-20 20:00:00,1652.5,855.9,1371.4,1462.9,1512.5,1645.2,950.0,917.6,1391.8,1223.0,1556.5,1312.9,1278.2,1573.3,1149.5,1518.3,1384.0,1120.0,1495.6,1416.6,26787.7
