SYSDATETIME,WIND_SPEED_CORRECTED,WAVE_HEIGHT,TEMPERATURE
2026-04-15 00:00:00,1.8673714070964937,0.008,12.2
2026-04-15 01:00:00,2.0195864147854192,0.013,11.9
2026-04-15 02:00:00,2.246994242232474,0.059,11.7
2026-04-15 03:00:00,2.3801480539624014,0.107,11.4
2026-04-15 04:00:00,2.127148861315444,0.073,11.3
2026-04-15 05:00:00,1.941910094633884,0.028,11.2
2026-04-15 06:00:00,1.9615275574700126,0.011,11.3
2026-04-15 07:00:00,1.7479749407767151,0.003,11.9
2026-04-15 08:00:00,1.504701236653058,0.0,12.6
2026-04-15 09:00:00,1.7342182343233525,0.004,13.4
2026-04-15 10:00:00,1.945263804426704,0.043,14.3
2026-04-15 11:00:00,2.740385553213978,0.201,15.0
2026-04-15 12:00:00,3.8373463715490628,0.403,15.1
2026-04-15 13:00:00,3.9988069228984946,0.423,15.3
2026-04-15 14:00:00,4.222287062240708,0.342,15.7
2026-04-15 15:00:00,4.651539377480802,0.28,15.8
2026-04-15 16:00:00,5.162809694628002,0.274,15.3
2026-04-15 17:00:00,5.577661768193295,0.27,14.7
2026-04-15 18:00:00,6.092024184700311,0.233,14.0
2026-04-15 19:00:00,5.9394168712088575,0.163,13.4
2026-04-15 20:00:00,5.7097134064361725,0.128,13.1
2026-04-15 21:00:00,5.10877475510393,0.116,12.9
2026-04-15 22:00:00,4.689734871116313,0.124,12.7
2026-04-15 23:00:00,4.499813318343756,0.12,12.4
2026-04-16 00:00:00,4.1570149896270685,0.078,12.1
2026-04-16 01:00:00,3.778816936719968,0.033,12.1
2026-04-16 02:00:00,4.027806495661611,0.103,12.1
2026-04-16 03:00:00,5.498557635624005,0.226,12.1
2026-04-16 04:00:00,4.386179873097989,0.158,12.0
2026-04-16 05:00:00,3.328061257551776,0.048,11.9
2026-04-16 06:00:00,2.5018126763140414,0.015,12.0
2026-04-16 07:00:00,2.185222636080589,0.028,12.8
2026-04-16 08:00:00,2.1520634379583736,0.054,14.0
2026-04-16 09:00:00,2.18771220524725,0.069,15.3
2026-04-16 10:00:00,2.0812158567561756,0.04,16.0
2026-04-16 11:00:00,2.2268957329229444,0.074,16.7
2026-04-16 12:00:00,2.8333330443571634,0.191,17.2
2026-04-16 13:00:00,3.87535562637361,0.306,17.4
2026-04-16 14:00:00,5.150416988834512,0.461,17.1
2026-04-16 15:00:00,5.577199232066677,0.484,17.0
2026-04-16 16:00:00,4.864171791491458,0.335,16.6
2026-04-16 17:00:00,3.9789904391383426,0.141,16.2
2026-04-16 18:00:00,3.1862279967913536,0.038,15.4
2026-04-16 19:00:00,2.778747679125312,0.007,14.6
2026-04-16 20:00:00,2.5722597139665027,0.002,14.0
2026-04-16 21:00:00,2.415146009982927,0.006,13.8
2026-04-16 22:00:00,2.2418511098929828,0.011,13.5
2026-04-16 23:00:00,2.518686992770311,0.041,13.2
2026-04-17 00:00:00,2.7605855610011565,0.086,12.8
2026-04-17 01:00:00,2.6751428540762574,0.095,12.7
2026-04-17 02:00:00,2.5311215063346606,0.072,12.6
2026-04-17 03:00:00,2.911803104737291,0.033,12.5
2026-04-17 04:00:00,2.4404071065864588,0.008,12.3
2026-04-17 05:00:00,3.0978086013285426,0.035,12.5
2026-04-17 06:00:00,3.4513102025745956,0.1,12.8
2026-04-17 07:00:00,3.831950629072681,0.11,13.0
2026-04-17 08:00:00,4.847838061624639,0.114,13.2
2026-04-17 09:00:00,4.21724477188317,0.119,13.5
2026-04-17 10:00:00,3.46316412482697,0.079,13.9
2026-04-17 11:00:00,2.7346582177492893,0.02,14.1
2026-04-17 12:00:00,2.261039383734845,0.006,14.3
2026-04-17 13:00:00,2.4366098188770366,0.012,14.3
2026-04-17 14:00:00,3.1527120657899452,0.029,14.1
2026-04-17 15:00:00,3.0787835302223154,0.054,14.0
2026-04-17 16:00:00,3.354583905888002,0.067,13.8
2026-04-17 17:00:00,3.7657252751796593,0.088,13.6
2026-04-17 18:00:00,4.2792786492434365,0.116,13.6
2026-04-17 19:00:00,4.546781099774039,0.116,13.6
2026-04-17 20:00:00,4.731748476707379,0.151,13.7
2026-04-17 21:00:00,5.14889005857115,0.196,13.7
2026-04-17 22:00:00,5.449579586430625,0.217,13.7
2026-04-17 23:00:00,6.237537785117085,0.266,13.6
2026-04-18 00:00:00,7.040862802864409,0.342,13.5
2026-04-18 01:00:00,7.453085497119521,0.368,13.4
2026-04-18 02:00:00,7.679963629187203,0.358,13.4
2026-04-18 03:00:00,7.4225235037224335,0.375,13.4
2026-04-18 04:00:00,7.048636479742138,0.429,13.2
2026-04-18 05:00:00,7.0999345307117965,0.467,13.3
2026-04-18 06:00:00,6.6961055775894325,0.47,13.4
2026-04-18 07:00:00,6.290587107180898,0.358,13.8
2026-04-18 08:00:00,6.170994195820157,0.22,14.8
2026-04-18 09:00:00,5.534812199198388,0.141,15.5
2026-04-18 10:00:00,5.301542180445888,0.128,16.2
2026-04-18 11:00:00,5.629060153191954,0.346,16.9
2026-04-18 12:00:00,6.225538783115261,0.678,17.6
2026-04-18 13:00:00,6.694075622567742,0.764,17.3
2026-04-18 14:00:00,7.017706399752263,0.651,16.9
2026-04-18 15:00:00,6.225903123640601,0.498,17.2
2026-04-18 16:00:00,6.286613489479058,0.335,16.9
2026-04-18 17:00:00,5.480831257882828,0.175,16.0
2026-04-18 18:00:00,4.466878678541377,0.076,15.5
2026-04-18 19:00:00,3.044447866210043,0.015,15.0
2026-04-18 20:00:00,2.5215366047580203,0.016,14.9
2026-04-18 21:00:00,2.7008258945627093,0.054,14.8
2026-04-18 22:00:00,3.0864407360305623,0.048,14.5
2026-04-18 23:00:00,2.6947191988141315,0.019,14.3
2026-04-19 00:00:00,2.489253300574359,0.009,14.2
2026-04-19 01:00:00,2.1503519409834273,0.005,14.0
2026-04-19 02:00:00,2.072712489243621,0.009,13.8
2026-04-19 03:00:00,1.9028195552032283,0.028,13.8
2026-04-19 04:00:00,2.1158675644083456,0.049,13.7
2026-04-19 05:00:00,2.225734039670807,0.065,13.9
2026-04-19 06:00:00,2.6591576750013535,0.071,14.1
2026-04-19 07:00:00,2.90844464043683,0.072,14.7
2026-04-19 08:00:00,2.976566695302715,0.065,15.6
2026-04-19 09:00:00,2.646838186434372,0.041,16.5
2026-04-19 10:00:00,1.9443417258217586,0.004,17.3
2026-04-19 11:00:00,1.67895268075325,0.013,17.9
2026-04-19 12:00:00,2.254379427846345,0.072,18.3
2026-04-19 13:00:00,2.5872777975689467,0.116,18.3
2026-04-19 14:00:00,3.326556273136139,0.134,17.7
2026-04-19 15:00:00,4.137935339814079,0.139,17.3
2026-04-19 16:00:00,4.405053347555032,0.13,16.5
2026-04-19 17:00:00,3.89613456293873,0.11,16.2
2026-04-19 18:00:00,3.114221563911358,0.065,15.7
2026-04-19 19:00:00,2.3673515357109016,0.006,15.3
2026-04-19 20:00:00,2.149960353545431,0.012,14.9
2026-04-19 21:00:00,2.3628614525457676,0.059,14.7
2026-04-19 22:00:00,2.3564929930969365,0.03,14.5
2026-04-19 23:00:00,2.0899769795004257,0.003,14.3
2026-04-20 00:00:00,2.1577014841216413,0.012,14.0
2026-04-20 01:00:00,2.289554515761539,0.025,13.9
2026-04-20 02:00:00,2.959326112482361,0.041,13.7
2026-04-20 03:00:00,2.9484041753239905,0.038,13.4
2026-04-20 04:00:00,2.7606226109767653,0.01,13.2
2026-04-20 05:00:00,2.3715243389981904,0.0,13.1
2026-04-20 06:00:00,2.2107543897179944,0.003,13.3
2026-04-20 07:00:00,2.1552372898187615,0.002,14.1
2026-04-20 08:00:00,2.207155453433308,0.023,15.1
2026-04-20 09:00:00,2.9645217622956745,0.082,15.8
2026-04-20 10:00:00,4.287173381275264,0.13,15.3
2026-04-20 11:00:00,4.697955799653977,0.17,14.4
