SYSDATETIME,WIND_SPEED_CORRECTED,POWER_PER_TURBINE,POWER_TOTAL
2026-05-17 00:00:00,2.302377418313752,42.1,842.4
2026-05-17 01:00:00,2.573211240443251,42.1,842.0
2026-05-17 02:00:00,2.8279714938720817,43.5,869.2
2026-05-17 03:00:00,3.0837033631166726,66.8,1336.1
2026-05-17 04:00:00,3.032870026063041,66.7,1334.9
2026-05-17 05:00:00,3.0975841004654807,66.1,1322.7
2026-05-17 06:00:00,3.034878699761744,66.1,1322.7
2026-05-17 07:00:00,3.438568476973404,58.3,1166.0
2026-05-17 08:00:00,3.626329932277346,82.0,1641.0
2026-05-17 09:00:00,3.434688469604267,60.1,1202.3
2026-05-17 10:00:00,3.447496802152667,60.2,1203.8
2026-05-17 11:00:00,3.46927467455243,60.1,1202.8
2026-05-17 12:00:00,3.617761433943891,74.6,1492.0
2026-05-17 13:00:00,3.817648788196317,110.5,2210.5
2026-05-17 14:00:00,4.19729279047948,173.0,3459.4
2026-05-17 15:00:00,4.452295318877281,217.6,4352.2
2026-05-17 16:00:00,4.722219106160778,268.7,5374.5
2026-05-17 17:00:00,4.263627771590076,179.9,3597.3
2026-05-17 18:00:00,3.858884246669946,111.6,2232.9
2026-05-17 19:00:00,3.3734875438998846,53.9,1078.4
2026-05-17 20:00:00,2.5990353659553063,42.3,846.0
2026-05-17 21:00:00,2.467747827793923,43.0,860.8
2026-05-17 22:00:00,2.5474266330129507,43.7,874.2
2026-05-17 23:00:00,2.4354087765079586,42.5,850.4
2026-05-18 00:00:00,2.6098117631373148,42.1,842.4
2026-05-18 01:00:00,2.513875288813244,42.1,842.0
2026-05-18 02:00:00,2.7934047262523984,43.5,869.2
2026-05-18 03:00:00,2.651266268301981,43.0,860.2
2026-05-18 04:00:00,2.553684725119954,42.4,848.8
2026-05-18 05:00:00,2.372496121065606,42.0,840.6
2026-05-18 06:00:00,2.368392180210326,42.0,840.6
2026-05-18 07:00:00,2.1346658878488527,42.5,850.9
2026-05-18 08:00:00,2.1816904153056336,43.7,873.7
2026-05-18 09:00:00,2.3655102284225995,43.5,870.4
2026-05-18 10:00:00,2.6874328786479467,43.7,873.9
2026-05-18 11:00:00,2.971853731649651,59.6,1191.5
2026-05-18 12:00:00,3.633342150842126,80.8,1616.3
2026-05-18 13:00:00,4.28929814875905,184.7,3693.7
2026-05-18 14:00:00,5.028019517470296,331.0,6619.5
2026-05-18 15:00:00,5.3255334154011225,404.8,8096.3
2026-05-18 16:00:00,5.17048584717785,361.9,7238.2
2026-05-18 17:00:00,4.712150842310671,260.4,5207.3
2026-05-18 18:00:00,4.139338258994365,160.8,3215.9
2026-05-18 19:00:00,3.4061062087232705,54.5,1089.5
2026-05-18 20:00:00,3.299579814575471,53.9,1078.1
2026-05-18 21:00:00,3.112137273005544,65.6,1312.4
2026-05-18 22:00:00,2.775299879058129,43.7,874.2
2026-05-18 23:00:00,2.5679843167585643,42.5,850.4
2026-05-19 00:00:00,2.8909430567901877,59.4,1187.9
2026-05-19 01:00:00,2.6567537871415925,42.1,842.0
2026-05-19 02:00:00,2.613283560798438,43.5,869.2
2026-05-19 03:00:00,2.6184205073259714,43.0,860.2
2026-05-19 04:00:00,2.6651853037819118,42.4,848.8
2026-05-19 05:00:00,2.774751316674701,42.0,840.6
2026-05-19 06:00:00,3.1133293550306265,66.1,1322.7
2026-05-19 07:00:00,3.160527330887159,66.6,1331.1
2026-05-19 08:00:00,2.773116129861968,43.7,873.7
2026-05-19 09:00:00,2.708792980675735,43.5,870.4
2026-05-19 10:00:00,3.1142803168465285,67.6,1352.0
2026-05-19 11:00:00,3.514690425773192,64.4,1287.5
2026-05-19 12:00:00,4.1254462880484,162.0,3240.8
2026-05-19 13:00:00,4.399474914652103,208.8,4175.5
2026-05-19 14:00:00,4.683157387246734,260.5,5210.1
2026-05-19 15:00:00,3.95867457889564,136.0,2719.5
2026-05-19 16:00:00,3.592205413541242,71.4,1428.4
2026-05-19 17:00:00,3.7865701150324247,101.4,2028.7
2026-05-19 18:00:00,4.273215341346561,183.9,3677.1
2026-05-19 19:00:00,4.500725902747254,224.8,4495.6
2026-05-19 20:00:00,4.440261828750028,216.3,4326.6
2026-05-19 21:00:00,4.004178689805869,137.8,2756.3
2026-05-19 22:00:00,3.4033018152523926,56.8,1136.5
2026-05-19 23:00:00,2.912228368130888,59.8,1196.0
2026-05-20 00:00:00,2.6595503260105064,42.1,842.4
2026-05-20 01:00:00,2.3981494080691803,42.1,842.0
2026-05-20 02:00:00,2.2768515351582206,43.5,869.2
2026-05-20 03:00:00,2.246703369329358,43.0,860.2
2026-05-20 04:00:00,2.8773109631066944,42.4,848.8
2026-05-20 05:00:00,3.587066535935993,70.9,1417.2
2026-05-20 06:00:00,3.963729876836181,134.5,2690.5
2026-05-20 07:00:00,4.461495988531791,220.3,4406.0
2026-05-20 08:00:00,4.460448481908006,221.9,4438.1
2026-05-20 09:00:00,4.605156890374289,245.4,4908.5
