SYSDATETIME,WIND_SPEED_CORRECTED,POWER_PER_TURBINE,POWER_TOTAL
2026-05-21 00:00:00,10.950250066257093,2912.1,58241.1
2026-05-21 01:00:00,10.21038201038385,2645.3,52905.7
2026-05-21 02:00:00,9.331358303274362,2247.6,44951.5
2026-05-21 03:00:00,8.19621946104284,1664.6,33292.2
2026-05-21 04:00:00,7.731080794575436,1405.4,28108.1
2026-05-21 05:00:00,7.840641604189939,1490.6,29811.4
2026-05-21 06:00:00,8.368683692013104,1804.6,36092.7
2026-05-21 07:00:00,8.045680004599523,1605.3,32106.4
2026-05-21 08:00:00,8.011209285108349,1568.6,31371.6
2026-05-21 09:00:00,8.280513362565804,1718.4,34368.4
2026-05-21 10:00:00,8.19122848787653,1654.1,33082.0
2026-05-21 11:00:00,7.831230884724952,1451.4,29027.4
2026-05-21 12:00:00,7.571691888107544,1323.8,26476.5
2026-05-21 13:00:00,7.307811873400719,1188.7,23773.9
2026-05-21 14:00:00,6.929573801077031,991.2,19824.0
2026-05-21 15:00:00,5.98364096583252,618.9,12377.6
2026-05-21 16:00:00,5.05493576964041,338.5,6770.7
2026-05-21 17:00:00,3.878599800038468,114.6,2291.9
2026-05-21 18:00:00,3.1465346604829136,65.5,1309.8
2026-05-21 19:00:00,2.2086842174420616,42.5,850.3
2026-05-21 20:00:00,2.989854863061699,58.9,1177.9
2026-05-21 21:00:00,3.538720428831088,63.5,1269.1
2026-05-21 22:00:00,3.820603298216714,110.9,2217.3
2026-05-21 23:00:00,3.7206959943165527,94.2,1884.9
2026-05-22 00:00:00,3.786048912705578,102.3,2045.8
2026-05-22 01:00:00,3.375579916634732,55.9,1117.3
2026-05-22 02:00:00,3.1072587964481078,66.7,1333.2
2026-05-22 03:00:00,3.3675756327534367,55.7,1114.1
2026-05-22 04:00:00,3.243308437448261,61.5,1230.0
2026-05-22 05:00:00,3.2312416854451884,60.3,1206.1
2026-05-22 06:00:00,3.2101017311076143,60.3,1206.1
2026-05-22 07:00:00,2.664012358566221,42.5,850.9
2026-05-22 08:00:00,2.8445550933900616,43.7,873.7
2026-05-22 09:00:00,2.8141721088360865,43.5,870.4
2026-05-22 10:00:00,2.3092629289459063,43.7,873.9
2026-05-22 11:00:00,2.3383044603969934,43.0,859.8
2026-05-22 12:00:00,2.6437808765118804,43.0,860.2
2026-05-22 13:00:00,2.9595792451297505,59.6,1191.8
2026-05-22 14:00:00,3.193330736906929,68.0,1359.1
2026-05-22 15:00:00,3.066565609383049,67.1,1341.3
2026-05-22 16:00:00,2.9985656093830486,60.0,1200.1
2026-05-22 17:00:00,3.155671575812528,65.8,1316.5
2026-05-22 18:00:00,3.346194389584077,54.0,1080.0
2026-05-22 19:00:00,3.118202542206536,65.4,1308.1
2026-05-22 20:00:00,2.648856235551577,42.3,846.0
2026-05-22 21:00:00,2.515052090493448,43.0,860.8
2026-05-22 22:00:00,2.185696720295618,43.7,874.2
2026-05-22 23:00:00,2.6284972418845323,42.5,850.4
2026-05-23 00:00:00,3.06715677480908,66.1,1322.0
2026-05-23 01:00:00,3.657765105462388,83.1,1662.4
2026-05-23 02:00:00,3.9128510059806256,127.5,2551.0
2026-05-23 03:00:00,3.519040313267725,64.9,1298.2
2026-05-23 04:00:00,3.3926504735405727,55.8,1116.2
2026-05-23 05:00:00,3.0739753488255595,66.1,1322.7
2026-05-23 06:00:00,3.0460453224428177,66.1,1322.7
2026-05-23 07:00:00,3.5469753201347363,65.9,1318.4
2026-05-23 08:00:00,3.85296089186447,114.2,2283.8
2026-05-23 09:00:00,4.134514017150233,163.2,3264.5
2026-05-23 10:00:00,4.123384411495313,158.4,3169.0
2026-05-23 11:00:00,3.20023059257955,66.8,1335.8
2026-05-23 12:00:00,2.821757232357106,43.0,860.2
2026-05-23 13:00:00,2.3119321870784253,43.0,860.2
2026-05-23 14:00:00,2.929814587176773,60.7,1214.8
2026-05-23 15:00:00,3.515461720460088,64.7,1294.9
2026-05-23 16:00:00,3.8671660032869415,114.9,2297.8
2026-05-23 17:00:00,3.9291279006281496,126.1,2522.7
2026-05-23 18:00:00,4.377386026937077,202.9,4057.1
2026-05-23 19:00:00,5.420103419751934,429.7,8594.0
2026-05-23 20:00:00,5.7568009914332805,528.9,10577.7
2026-05-23 21:00:00,5.318794495717016,405.4,8108.1
2026-05-23 22:00:00,4.349110967938772,200.8,4016.6
2026-05-23 23:00:00,3.3449685933580806,56.3,1125.8
2026-05-24 00:00:00,2.9660784800950597,59.4,1187.9
2026-05-24 01:00:00,2.8263731293660053,42.1,842.0
