SYSDATETIME,WIND_SPEED_CORRECTED,POWER_PER_TURBINE,POWER_TOTAL
2026-04-15 00:00:00,1.8673714070964937,43.3,866.2
2026-04-15 01:00:00,2.0195864147854192,43.8,876.3
2026-04-15 02:00:00,2.246994242232474,45.1,901.2
2026-04-15 03:00:00,2.3801480539624014,44.9,898.6
2026-04-15 04:00:00,2.127148861315444,44.8,896.8
2026-04-15 05:00:00,1.941910094633884,44.9,898.8
2026-04-15 06:00:00,1.9615275574700126,44.9,898.8
2026-04-15 07:00:00,1.7479749407767151,45.0,900.7
2026-04-15 08:00:00,1.504701236653058,45.6,911.4
2026-04-15 09:00:00,1.7342182343233525,45.9,918.0
2026-04-15 10:00:00,1.945263804426704,46.1,921.5
2026-04-15 11:00:00,2.740385553213978,44.8,895.2
2026-04-15 12:00:00,3.8373463715490628,117.7,2354.3
2026-04-15 13:00:00,3.9988069228984946,146.5,2929.0
2026-04-15 14:00:00,4.222287062240708,186.4,3728.6
2026-04-15 15:00:00,4.651539377480802,267.6,5351.2
2026-04-15 16:00:00,5.162809694628002,376.8,7536.1
2026-04-15 17:00:00,5.577661768193295,496.7,9933.4
2026-04-15 18:00:00,6.092024184700311,668.9,13378.5
2026-04-15 19:00:00,5.9394168712088575,609.5,12189.5
2026-04-15 20:00:00,5.7097134064361725,536.5,10730.6
2026-04-15 21:00:00,5.10877475510393,363.8,7276.8
2026-04-15 22:00:00,4.689734871116313,273.9,5477.0
2026-04-15 23:00:00,4.499813318343756,235.5,4710.7
2026-04-16 00:00:00,4.1570149896270685,172.5,3449.2
2026-04-16 01:00:00,3.778816936719968,108.0,2159.1
2026-04-16 02:00:00,4.027806495661611,148.7,2973.1
2026-04-16 03:00:00,5.498557635624005,474.1,9482.4
2026-04-16 04:00:00,4.386179873097989,219.7,4394.5
2026-04-16 05:00:00,3.328061257551776,57.5,1150.2
2026-04-16 06:00:00,2.5018126763140414,44.9,898.8
2026-04-16 07:00:00,2.185222636080589,45.0,900.7
2026-04-16 08:00:00,2.1520634379583736,45.6,911.4
2026-04-16 09:00:00,2.18771220524725,45.9,918.0
2026-04-16 10:00:00,2.0812158567561756,46.1,921.5
2026-04-16 11:00:00,2.2268957329229444,44.8,895.2
2026-04-16 12:00:00,2.8333330443571634,45.0,901.0
2026-04-16 13:00:00,3.87535562637361,122.7,2453.9
2026-04-16 14:00:00,5.150416988834512,371.4,7428.2
2026-04-16 15:00:00,5.577199232066677,491.0,9820.5
2026-04-16 16:00:00,4.864171791491458,307.2,6144.7
2026-04-16 17:00:00,3.9789904391383426,143.9,2878.3
2026-04-16 18:00:00,3.1862279967913536,67.4,1347.8
2026-04-16 19:00:00,2.778747679125312,44.4,888.8
2026-04-16 20:00:00,2.5722597139665027,44.1,882.1
2026-04-16 21:00:00,2.415146009982927,44.4,887.2
2026-04-16 22:00:00,2.2418511098929828,44.2,883.4
2026-04-16 23:00:00,2.518686992770311,43.8,875.5
2026-04-17 00:00:00,2.7605855610011565,43.3,866.2
2026-04-17 01:00:00,2.6751428540762574,43.8,876.3
2026-04-17 02:00:00,2.5311215063346606,45.1,901.2
2026-04-17 03:00:00,2.911803104737291,62.2,1243.9
2026-04-17 04:00:00,2.4404071065864588,44.8,896.8
2026-04-17 05:00:00,3.0978086013285426,68.5,1370.8
2026-04-17 06:00:00,3.4513102025745956,62.7,1253.2
2026-04-17 07:00:00,3.831950629072681,119.3,2385.3
2026-04-17 08:00:00,4.847838061624639,311.0,6219.3
2026-04-17 09:00:00,4.21724477188317,187.7,3754.3
2026-04-17 10:00:00,3.46316412482697,66.2,1324.0
