SYSDATETIME,WTG001_POWER,WTG002_POWER,WTG003_POWER,WTG004_POWER,WTG005_POWER,WTG006_POWER,WTG007_POWER,WTG008_POWER,WTG009_POWER,WTG010_POWER,WTG011_POWER,WTG012_POWER,WTG013_POWER,WTG014_POWER,WTG015_POWER,WTG016_POWER,WTG017_POWER,WTG018_POWER,WTG019_POWER,WTG020_POWER,POWER_TOTAL
2026-05-18 00:00:00,0.2,31.7,0.0,0.0,4.2,12.2,35.0,33.6,0.0,6.9,0.0,0.0,4.8,2.7,0.0,0.0,0.7,0.0,13.2,0.0,145.2
2026-05-18 01:00:00,0.0,31.6,0.0,0.0,13.6,7.5,34.6,34.5,0.0,7.6,0.0,0.0,0.0,1.9,0.0,0.0,1.3,0.0,13.1,0.0,145.7
2026-05-18 02:00:00,0.5,30.8,0.0,4.7,16.3,7.0,36.6,36.9,0.3,14.3,0.0,0.0,1.5,7.4,0.0,0.0,9.3,0.7,19.6,6.7,192.6
2026-05-18 03:00:00,49.7,56.7,67.4,63.5,100.2,77.7,77.7,69.3,41.7,62.7,70.0,54.4,74.8,55.8,70.3,67.8,80.3,20.0,86.4,75.4,1321.8
2026-05-18 04:00:00,18.8,38.2,10.1,15.3,42.8,26.3,42.8,37.2,0.0,16.9,23.2,7.4,12.0,15.4,10.9,16.2,25.9,1.6,34.6,32.1,427.7
2026-05-18 05:00:00,5.0,33.2,0.0,2.0,11.2,16.2,35.7,35.9,2.3,3.8,13.4,9.5,2.7,9.0,0.0,0.0,6.6,0.0,17.8,0.0,204.3
2026-05-18 06:00:00,2.3,32.8,0.0,0.0,0.0,16.3,35.9,36.1,0.0,0.0,10.0,1.1,3.9,2.8,0.0,0.0,0.0,0.0,12.0,0.0,153.2
2026-05-18 07:00:00,1.4,32.8,0.0,0.0,7.5,14.9,35.9,33.7,1.0,0.8,4.0,0.0,0.3,0.0,0.0,0.0,0.0,0.0,12.5,0.0,144.8
2026-05-18 08:00:00,0.0,31.7,0.0,0.0,0.0,9.1,33.8,30.4,0.0,0.0,0.0,0.0,5.5,0.0,0.0,0.0,0.0,0.0,14.1,0.0,124.6
2026-05-18 09:00:00,0.0,32.6,0.0,0.0,0.0,4.9,34.1,30.1,0.0,0.8,5.2,0.0,0.0,0.0,0.0,0.0,0.0,0.0,6.2,0.0,113.9
2026-05-18 10:00:00,0.0,36.0,0.0,0.0,0.0,3.9,33.9,28.5,0.0,0.0,2.6,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,104.9
2026-05-18 11:00:00,0.0,36.0,0.0,0.0,0.0,2.6,33.1,35.1,0.0,52.1,0.5,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,5.8,165.2
2026-05-18 12:00:00,40.0,65.0,69.0,57.5,70.6,42.0,54.9,77.6,51.9,152.5,19.6,44.9,82.3,51.7,84.9,41.3,64.7,75.3,70.4,124.5,1340.6
