SYSDATETIME,WTG001_POWER,WTG002_POWER,WTG003_POWER,WTG004_POWER,WTG005_POWER,WTG006_POWER,WTG007_POWER,WTG008_POWER,WTG009_POWER,WTG010_POWER,WTG011_POWER,WTG012_POWER,WTG013_POWER,WTG014_POWER,WTG015_POWER,WTG016_POWER,WTG017_POWER,WTG018_POWER,WTG019_POWER,WTG020_POWER,POWER_TOTAL
2025-12-01 00:00:00,963.1,560.0,992.8,1050.6,1239.5,971.3,507.2,501.2,1089.0,1136.1,923.3,873.8,1094.2,934.9,1110.8,1152.2,1032.7,1105.3,1201.7,1266.8,19706.5
2025-12-01 01:00:00,1206.6,682.9,1159.6,1176.5,1200.3,1228.7,710.7,661.7,1227.3,1226.5,1211.5,1058.1,1397.2,1136.2,1224.9,1270.1,1380.8,1247.0,1401.5,1408.2,23216.3
2025-12-01 02:00:00,2062.8,1252.5,1937.0,1964.8,1921.8,2067.3,1290.9,1213.5,1949.5,1984.2,1984.1,1683.8,2107.3,1861.2,1879.4,2043.6,2120.0,2031.4,2164.7,2250.2,37770.0
2025-12-01 03:00:00,2733.4,1889.4,2474.1,2616.8,2489.6,2705.2,1984.2,1921.4,2573.2,2563.1,2591.9,2300.7,2738.0,2541.0,2527.3,2573.7,2787.6,2628.5,2782.9,2781.6,50203.6
2025-12-01 04:00:00,2812.2,2072.8,2508.4,2596.9,2574.0,2696.4,1911.6,1934.1,2683.1,2610.6,2655.3,2339.6,2764.7,2613.6,2649.7,2701.9,2814.3,2784.7,2786.0,2841.0,51350.9
2025-12-01 05:00:00,2872.6,2097.5,2648.2,2597.6,2541.6,2793.9,1945.6,2006.9,2690.0,2679.8,2825.8,2322.0,2788.2,2722.7,2751.4,2755.2,2828.0,2800.2,2810.5,2867.6,52345.3
2025-12-01 06:00:00,2850.1,2078.6,2644.2,2540.4,2476.8,2815.6,1928.0,1875.5,2557.4,2540.8,2939.6,2290.1,2737.1,2613.9,2662.3,2731.3,2813.8,2684.3,2683.9,2910.6,51374.3
2025-12-01 07:00:00,2600.2,1640.4,2313.1,2095.0,1970.4,2491.4,1602.4,1403.5,2153.0,2114.5,2561.0,2153.5,2281.2,2223.8,2159.3,2447.6,2415.2,2379.5,2438.6,2503.7,43947.3
2025-12-01 08:00:00,2137.5,1254.7,1888.0,1780.2,1590.8,2102.1,1180.5,1124.6,1742.8,1726.9,2150.5,1775.6,1873.1,1770.5,1700.1,2029.9,1932.2,1907.8,1872.0,1980.1,35519.9
2025-12-01 09:00:00,1726.5,862.9,1597.3,1412.1,1287.2,1552.4,887.3,766.0,1358.3,1356.2,1688.1,1379.5,1411.4,1328.9,1373.0,1585.7,1527.4,1541.1,1513.1,1596.2,27750.6
2025-12-01 10:00:00,1635.5,792.8,1558.2,1344.4,1247.3,1473.6,836.0,685.8,1328.2,1274.8,1591.5,1275.5,1342.3,1269.1,1294.6,1511.0,1514.3,1470.1,1473.3,1477.2,26395.5
2025-12-01 11:00:00,1818.8,913.3,1561.6,1441.6,1335.5,1657.4,945.9,720.1,1438.6,1403.1,1696.8,1401.3,1461.6,1408.9,1420.1,1645.4,1661.8,1608.9,1599.8,1671.8,28812.3
2025-12-01 12:00:00,1994.9,1072.9,1694.7,1600.2,1497.0,1856.9,1103.2,913.6,1598.9,1622.0,1913.8,1609.2,1690.0,1702.0,1560.0,1752.2,1888.5,1828.5,1841.9,1846.2,32586.6
2025-12-01 13:00:00,2161.5,1244.8,1851.5,1808.1,1663.6,2128.5,1248.6,1126.0,1823.3,1854.0,2069.6,1840.7,1913.6,1841.5,1822.3,2030.9,2141.9,2080.5,2069.8,2240.1,36960.8
