SYSDATETIME,GFS_wind_speed_80m,GFS_wind_direction_80m,GFS_temperature_2m,GFS_relative_humidity_2m,GFS_wind_gusts_10m,ECMWF_wind_speed_100m,ECMWF_wind_speed_10m,ECMWF_wind_direction_10m,ECMWF_temperature_2m,ECMWF_relative_humidity_2m,ICON_wind_speed_80m,ICON_wind_direction_80m,ICON_temperature_2m,ICON_relative_humidity_2m,ICON_wind_gusts_10m,GEM_wind_speed_80m,GEM_wind_direction_80m,GEM_temperature_2m,GEM_relative_humidity_2m,GEM_wind_gusts_10m,JMA_wind_speed_10m,JMA_wind_direction_10m,JMA_temperature_2m,JMA_relative_humidity_2m
2026-05-23 22:00:00,6.2,1,16.2,86,5.9,5.77,2.75,19.0,16.6,89.0,,,,,,7.9,294.0,16.2,98.0,6.5,4.03,173.0,20.3,94.0
2026-05-23 23:00:00,6.41,357,16.1,86,6.2,5.79,2.79,15.0,16.2,91.0,,,,,,10.5,315.0,16.1,97.0,9.2,3.82,186.0,20.2,95.0
2026-05-24 00:00:00,6.43,355,16.0,86,6.4,5.82,2.84,10.0,15.9,93.0,,,,,,12.3,335.0,16.0,96.0,11.2,3.77,202.0,20.2,97.0
2026-05-24 01:00:00,6.15,353,15.7,87,6.1,5.9,2.92,6.0,15.7,94.0,,,,,,12.3,336.0,15.9,95.0,11.6,3.92,218.0,20.2,98.0
2026-05-24 02:00:00,5.87,351,15.5,88,5.6,5.94,2.9,2.0,15.4,96.0,,,,,,11.4,338.0,15.8,93.0,11.3,4.19,230.0,20.2,99.0
2026-05-24 03:00:00,5.59,350,15.4,88,5.3,5.81,2.9,360.0,15.4,96.0,,,,,,10.4,339.0,15.6,92.0,10.7,4.22,239.0,20.2,99.0
2026-05-24 04:00:00,5.69,350,15.2,89,5.4,5.41,2.9,360.0,15.7,95.0,,,,,,9.6,338.0,15.4,91.0,10.0,3.94,246.0,20.0,99.0
2026-05-24 05:00:00,5.87,351,15.0,89,5.6,4.92,2.8,2.0,16.1,93.0,,,,,,8.8,338.0,15.3,90.0,9.0,3.42,255.0,19.8,99.0
2026-05-24 06:00:00,5.85,352,15.5,86,5.6,4.43,2.71,4.0,16.6,91.0,,,,,,8.0,337.0,15.2,90.0,8.1,2.9,268.0,19.5,98.0
2026-05-24 07:00:00,5.32,355,17.0,78,5.1,3.95,2.62,7.0,17.1,89.0,,,,,,7.3,332.0,15.1,90.0,7.4,2.4,287.0,19.3,98.0
2026-05-24 08:00:00,4.5,359,19.0,68,4.3,3.47,2.52,7.0,17.7,86.0,,,,,,6.6,328.0,15.1,90.0,6.9,2.36,306.0,19.1,97.0
2026-05-24 09:00:00,4.1,3,20.7,60,3.8,3.14,2.51,5.0,18.2,84.0,,,,,,5.9,323.0,15.2,90.0,6.3,2.41,318.0,19.1,96.0
2026-05-24 10:00:00,4.31,4,21.5,57,4.0,3.1,2.61,356.0,18.5,82.0,,,,,,5.3,325.0,15.2,90.0,5.6,2.56,321.0,19.2,95.0
2026-05-24 11:00:00,4.71,4,21.9,57,4.4,3.42,2.82,343.0,18.9,81.0,,,,,,4.7,328.0,15.3,89.0,5.0,2.69,318.0,19.4,93.0
2026-05-24 12:00:00,5.0,360,22.2,57,4.8,3.89,3.13,333.0,19.1,80.0,,,,,,4.3,330.0,15.4,88.0,4.5,2.76,314.0,19.7,91.0
2026-05-24 13:00:00,4.96,351,22.3,57,5.0,4.41,3.47,327.0,19.2,79.0,,,,,,4.2,323.0,15.5,87.0,4.3,2.78,308.0,20.0,89.0
2026-05-24 14:00:00,4.94,339,22.2,58,5.0,5.0,3.76,320.0,19.3,79.0,,,,,,4.2,316.0,15.6,86.0,4.2,2.75,303.0,20.2,88.0
2026-05-24 15:00:00,5.16,328,22.0,60,5.1,5.2,3.89,318.0,19.3,79.0,,,,,,4.1,309.0,15.7,85.0,4.1,2.64,299.0,20.3,87.0
2026-05-24 16:00:00,5.34,322,21.5,63,5.2,4.74,3.55,320.0,19.0,80.0,,,,,,3.8,319.0,15.8,85.0,3.7,2.28,299.0,20.2,86.0
2026-05-24 17:00:00,5.52,318,20.8,66,5.4,3.98,2.86,324.0,18.5,83.0,,,,,,3.3,330.0,15.8,86.0,3.2,1.79,297.0,20.0,86.0
2026-05-24 18:00:00,5.52,316,20.0,70,5.3,3.28,2.24,333.0,18.0,85.0,,,,,,3.0,340.0,15.8,87.0,2.8,1.12,297.0,19.8,86.0
2026-05-24 19:00:00,5.32,319,18.9,75,5.0,2.92,1.73,350.0,17.4,87.0,,,,,,2.9,335.0,15.7,88.0,2.7,0.54,292.0,19.5,87.0
2026-05-24 20:00:00,4.8,324,17.8,81,4.4,2.87,1.36,17.0,16.9,90.0,,,,,,2.9,330.0,15.6,88.0,2.7,0.1,180.0,19.2,87.0
2026-05-24 21:00:00,4.25,330,16.9,85,3.8,3.11,1.42,39.0,16.4,92.0,,,,,,2.9,325.0,15.6,89.0,2.6,0.45,117.0,18.8,88.0
2026-05-24 22:00:00,3.23,338,16.4,86,3.0,3.25,1.56,45.0,16.0,94.0,,,,,,2.8,352.0,15.4,90.0,2.4,0.63,108.0,18.4,89.0
2026-05-24 23:00:00,2.1,357,16.2,86,2.2,3.26,1.56,45.0,15.6,95.0,,,,,,2.6,20.0,15.4,91.0,2.1,0.81,97.0,17.9,92.0
2026-05-25 00:00:00,1.58,18,16.1,86,1.6,3.3,1.63,43.0,15.3,96.0,,,,,,2.5,47.0,15.2,92.0,1.9,0.9,90.0,17.3,94.0
2026-05-25 01:00:00,1.53,11,15.9,86,1.5,3.31,1.7,40.0,15.1,97.0,,,,,,2.3,48.0,15.1,93.0,1.7,1.02,79.0,16.9,96.0
2026-05-25 02:00:00,1.84,347,15.8,85,1.7,3.27,1.72,36.0,15.0,97.0,,,,,,2.1,49.0,14.9,93.0,1.6,1.14,75.0,16.5,98.0
2026-05-25 03:00:00,1.99,342,15.7,84,1.9,3.32,1.8,34.0,15.1,97.0,,,,,,2.2,50.0,14.8,94.0,1.7,1.17,70.0,16.4,98.0
2026-05-25 04:00:00,1.71,7,15.2,84,2.1,3.31,1.86,36.0,15.5,96.0,,,,,,2.9,53.0,14.6,95.0,2.3,1.17,70.0,16.5,97.0
2026-05-25 05:00:00,1.98,45,14.7,85,2.3,3.28,1.98,41.0,16.2,94.0,,,,,,3.9,55.0,14.4,95.0,3.2,1.14,75.0,16.8,95.0
2026-05-25 06:00:00,2.46,63,15.1,82,2.4,3.2,1.98,45.0,16.9,92.0,,,,,,4.7,58.0,14.4,95.0,3.9,1.12,80.0,17.2,92.0
2026-05-25 07:00:00,2.42,66,17.2,72,2.1,3.11,1.98,49.0,17.6,90.0,,,,,,5.3,56.0,14.7,94.0,4.4,1.0,84.0,17.7,89.0
2026-05-25 08:00:00,2.01,63,20.3,59,1.7,2.98,1.98,49.0,18.3,87.0,,,,,,5.8,54.0,15.2,93.0,4.8,0.9,90.0,18.3,86.0
2026-05-25 09:00:00,1.58,55,22.8,49,1.4,2.5,1.77,47.0,19.0,85.0,,,,,,5.7,52.0,15.8,92.0,4.8,0.71,98.0,19.0,83.0
2026-05-25 10:00:00,1.3,32,24.0,46,1.4,1.49,1.3,32.0,19.6,83.0,,,,,,4.6,49.0,16.3,92.0,4.0,0.32,108.0,19.9,80.0
2026-05-25 11:00:00,1.3,360,24.6,47,1.6,0.72,1.02,349.0,20.2,81.0,,,,,,3.1,47.0,16.9,91.0,2.8,0.32,252.0,21.1,77.0
2026-05-25 12:00:00,1.75,336,25.0,47,1.9,1.81,1.42,309.0,20.7,80.0,,,,,,2.1,44.0,17.4,91.0,1.9,1.0,264.0,22.4,75.0
2026-05-25 13:00:00,2.5,323,25.3,46,2.5,3.11,2.06,293.0,21.1,79.0,,,,,,2.3,100.0,17.6,90.0,1.5,1.51,262.0,23.6,72.0
2026-05-25 14:00:00,3.32,316,25.4,44,3.3,4.44,2.79,285.0,21.3,78.0,,,,,,3.0,157.0,17.7,89.0,1.4,1.91,264.0,24.5,71.0
2026-05-25 15:00:00,3.83,311,25.1,44,3.7,5.06,3.16,281.0,21.3,78.0,,,,,,3.8,213.0,17.9,88.0,1.5,1.92,261.0,25.0,71.0
2026-05-25 16:00:00,3.74,304,24.2,47,3.6,4.65,2.96,282.0,20.9,80.0,,,,,,4.5,211.0,18.1,87.0,2.0,1.46,254.0,24.9,73.0
2026-05-25 17:00:00,3.44,296,23.0,51,3.1,3.61,2.38,285.0,20.2,82.0,,,,,,5.2,210.0,18.4,85.0,2.8,0.78,220.0,24.4,77.0
2026-05-25 18:00:00,2.85,288,21.9,55,2.6,2.4,1.71,291.0,19.4,85.0,,,,,,5.7,208.0,18.5,84.0,3.3,1.06,139.0,23.6,81.0
2026-05-25 19:00:00,1.68,287,20.8,58,2.1,1.24,1.08,304.0,18.6,88.0,,,,,,5.6,208.0,18.4,84.0,3.4,2.11,121.0,22.8,86.0
2026-05-25 20:00:00,0.2,360,19.7,62,1.6,0.73,0.61,351.0,17.8,91.0,,,,,,5.2,207.0,18.0,85.0,3.3,3.09,115.0,22.0,91.0
2026-05-25 21:00:00,1.2,95,19.0,63,1.4,1.53,0.78,50.0,17.2,93.0,,,,,,5.2,207.0,17.9,85.0,3.3,3.71,117.0,21.5,94.0
2026-05-25 22:00:00,1.92,99,18.8,62,1.6,1.96,1.08,68.0,16.8,94.0,,,,,,6.2,188.0,18.0,83.0,3.7,4.0,122.0,21.3,96.0
2026-05-25 23:00:00,2.26,103,18.9,59,2.1,2.2,1.32,81.0,16.6,95.0,,,,,,7.6,169.0,18.1,81.0,4.2,4.34,128.0,21.3,97.0
2026-05-26 00:00:00,2.28,105,19.0,56,2.3,2.57,1.6,90.0,16.5,95.0,,,,,,8.5,150.0,18.4,79.0,4.6,4.46,136.0,21.3,98.0
2026-05-26 01:00:00,1.62,112,18.9,55,1.9,3.01,1.8,93.0,16.5,95.0,,,,,,8.3,151.0,18.5,77.0,4.5,4.6,146.0,21.4,98.0
2026-05-26 02:00:00,0.72,146,18.8,54,1.1,3.44,2.02,99.0,16.5,95.0,,,,,,7.7,153.0,18.5,76.0,4.2,4.83,156.0,21.5,99.0
2026-05-26 03:00:00,0.81,210,18.7,53,0.7,3.81,2.31,95.0,16.5,95.0,,,,,,7.5,154.0,18.5,77.0,4.4,5.07,165.0,21.6,99.0
2026-05-26 04:00:00,1.12,207,18.4,53,0.9,4.28,2.7,88.0,16.7,94.0,,,,,,8.4,154.0,18.2,83.0,5.4,5.41,177.0,21.7,99.0
2026-05-26 05:00:00,1.41,188,18.2,54,1.3,5.12,3.18,77.0,16.9,93.0,,,,,,9.8,153.0,17.9,91.0,6.9,6.2,190.0,21.9,99.0
2026-05-26 06:00:00,1.71,173,18.5,54,1.7,6.09,3.7,71.0,17.2,92.0,,,,,,11.0,153.0,17.8,97.0,8.0,7.22,202.0,22.0,99.0
2026-05-26 07:00:00,1.99,162,19.7,51,1.9,7.19,4.25,66.0,17.4,91.0,,,,,,11.8,161.0,18.2,99.0,8.6,8.34,210.0,22.1,98.0
2026-05-26 08:00:00,2.33,155,21.5,48,2.0,8.41,4.79,61.0,17.7,90.0,,,,,,12.3,168.0,18.9,99.0,8.9,9.1,216.0,22.2,98.0
2026-05-26 09:00:00,2.44,145,23.0,45,2.1,9.18,5.11,59.0,17.9,89.0,,,,,,12.5,,19.2,98.0,9.0,9.31,219.0,22.2,98.0
2026-05-26 10:00:00,2.27,131,23.9,44,2.1,9.27,5.16,58.0,18.1,90.0,,,,,,12.6,,19.3,98.0,9.1,8.71,222.0,22.0,98.0
2026-05-26 11:00:00,2.06,113,24.4,45,2.0,9.08,4.97,60.0,18.2,91.0,,,,,,12.6,,19.2,98.0,9.0,7.42,224.0,21.7,99.0
2026-05-26 12:00:00,2.12,98,24.7,46,2.0,8.68,4.84,60.0,18.2,92.0,,,,,,,,,,,5.73,227.0,21.4,99.0
2026-05-26 13:00:00,2.5,92,24.5,49,2.1,8.3,4.61,60.0,18.3,93.0,,,,,,,,,,,3.94,234.0,21.0,100.0
2026-05-26 14:00:00,2.81,94,24.0,53,2.2,7.91,4.34,61.0,18.3,94.0,,,,,,,,,,,2.42,246.0,20.6,99.0
2026-05-26 15:00:00,2.69,105,23.4,56,2.5,7.6,4.21,62.0,18.4,95.0,,,,,,,,,,,1.6,274.0,20.4,98.0
2026-05-26 16:00:00,2.24,153,22.9,58,2.8,7.62,4.21,62.0,18.5,96.0,,,,,,,,,,,1.58,305.0,20.2,95.0
2026-05-26 17:00:00,3.86,197,22.3,59,3.3,7.91,4.39,60.0,18.6,96.0,,,,,,,,,,,1.86,324.0,20.1,91.0
2026-05-26 18:00:00,5.35,197,21.5,62,4.8,8.1,4.53,59.0,18.8,96.0,,,,,,,,,,,2.28,331.0,20.0,87.0
2026-05-26 19:00:00,5.92,168,20.0,69,8.4,8.3,4.66,59.0,18.9,96.0,,,,,,,,,,,2.6,337.0,19.9,82.0
2026-05-26 20:00:00,8.28,137,18.3,79,12.9,8.42,4.77,57.0,19.0,95.0,,,,,,,,,,,2.79,339.0,19.7,79.0
2026-05-26 21:00:00,10.63,125,17.1,86,15.6,8.54,4.83,56.0,19.0,95.0,,,,,,,,,,,2.97,340.0,19.5,77.0
2026-05-26 22:00:00,10.54,123,16.8,89,14.7,8.41,4.74,55.0,18.8,94.0,,,,,,,,,,,2.94,342.0,19.2,77.0
2026-05-26 23:00:00,9.27,125,17.0,89,12.0,8.19,4.5,53.0,18.6,94.0,,,,,,,,,,,2.75,341.0,18.7,79.0
2026-05-27 00:00:00,7.85,121,17.3,89,9.8,7.84,4.28,53.0,18.3,93.0,,,,,,,,,,,2.44,341.0,18.1,81.0
2026-05-27 01:00:00,7.06,106,17.5,88,9.0,7.49,3.98,51.0,18.1,92.0,,,,,,,,,,,2.02,340.0,17.6,84.0
2026-05-27 02:00:00,7.24,84,17.7,86,8.7,7.1,3.69,49.0,17.9,91.0,,,,,,,,,,,1.75,336.0,17.3,86.0
2026-05-27 03:00:00,7.98,68,17.8,84,8.7,6.63,3.4,47.0,17.9,90.0,,,,,,,,,,,1.48,332.0,17.2,87.0
2026-05-27 04:00:00,8.51,60,17.6,84,8.9,6.05,3.11,48.0,18.0,89.0,,,,,,,,,,,1.3,328.0,17.4,87.0
2026-05-27 05:00:00,8.71,56,17.2,84,9.4,5.41,2.97,48.0,18.3,87.0,,,,,,,,,,,1.2,318.0,17.9,85.0
2026-05-27 06:00:00,8.82,51,17.1,84,9.7,4.69,2.69,48.0,18.6,86.0,,,,,,,,,,,1.14,308.0,18.5,84.0
2026-05-27 07:00:00,8.98,46,17.4,83,9.9,4.02,2.41,48.0,19.0,85.0,,,,,,,,,,,1.12,297.0,19.1,82.0
2026-05-27 08:00:00,9.08,41,17.9,82,10.0,3.36,2.19,47.0,19.4,83.0,,,,,,,,,,,1.17,290.0,19.6,81.0
2026-05-27 09:00:00,9.06,37,18.4,81,9.8,2.9,2.0,37.0,19.8,82.0,,,,,,,,,,,1.17,290.0,19.8,80.0
2026-05-27 10:00:00,8.68,38,18.7,79,9.2,3.05,2.09,17.0,20.3,81.0,,,,,,,,,,,1.14,285.0,20.0,80.0
2026-05-27 11:00:00,8.15,42,19.1,76,8.3,3.81,2.6,360.0,20.9,79.0,,,,,,,,,,,1.14,285.0,20.0,79.0
2026-05-27 12:00:00,7.59,40,19.6,73,7.7,4.83,3.18,347.0,21.4,78.0,,,,,,,,,,,1.14,285.0,20.0,80.0
2026-05-27 13:00:00,7.29,27,20.5,70,7.8,5.94,3.83,340.0,21.8,77.0,,,,,,,,,,,1.17,290.0,19.9,80.0
2026-05-27 14:00:00,7.69,9,21.6,68,8.1,7.09,4.52,335.0,22.1,77.0,,,,,,,,,,,1.17,290.0,19.9,80.0
2026-05-27 15:00:00,8.11,357,22.2,67,8.1,7.81,4.88,332.0,22.1,77.0,,,,,,,,,,,,,,
2026-05-27 16:00:00,7.58,352,21.8,67,7.2,7.84,4.7,331.0,21.6,78.0,,,,,,,,,,,,,,
2026-05-27 17:00:00,6.45,347,21.0,69,5.9,7.31,4.25,330.0,20.8,79.0,,,,,,,,,,,,,,
2026-05-27 18:00:00,5.77,346,20.1,72,5.2,6.77,3.67,331.0,20.0,81.0,,,,,,,,,,,,,,
2026-05-27 19:00:00,6.12,349,19.1,77,5.7,6.14,3.09,331.0,19.1,83.0,,,,,,,,,,,,,,
2026-05-27 20:00:00,6.95,353,18.1,83,6.7,5.38,2.51,331.0,18.2,85.0,,,,,,,,,,,,,,
2026-05-27 21:00:00,7.71,357,17.4,87,7.6,4.74,1.97,330.0,17.5,86.0,,,,,,,,,,,,,,
2026-05-27 22:00:00,8.3,359,17.2,89,8.2,4.27,1.72,324.0,17.2,86.0,,,,,,,,,,,,,,
2026-05-27 23:00:00,8.7,1,17.3,89,8.7,3.98,1.7,315.0,17.0,86.0,,,,,,,,,,,,,,
2026-05-28 00:00:00,8.72,4,17.4,89,8.8,3.67,1.64,308.0,16.9,86.0,,,,,,,,,,,,,,
2026-05-28 01:00:00,8.12,10,17.4,88,8.0,3.38,1.7,298.0,16.9,86.0,,,,,,,,,,,,,,
2026-05-28 02:00:00,7.31,19,17.4,87,6.8,3.19,1.75,294.0,17.0,85.0,,,,,,,,,,,,,,
2026-05-28 03:00:00,6.66,26,17.4,86,5.9,2.97,1.8,289.0,17.1,85.0,,,,,,,,,,,,,,
2026-05-28 04:00:00,6.18,23,17.0,88,5.5,2.76,1.71,291.0,17.4,84.0,,,,,,,,,,,,,,
2026-05-28 05:00:00,5.68,14,16.7,90,5.4,2.55,1.62,292.0,17.8,84.0,,,,,,,,,,,,,,
2026-05-28 06:00:00,5.52,5,16.9,89,5.4,2.33,1.57,297.0,18.2,83.0,,,,,,,,,,,,,,
2026-05-28 07:00:00,5.5,1,18.3,82,5.4,2.12,1.53,302.0,18.6,82.0,,,,,,,,,,,,,,
2026-05-28 08:00:00,5.5,359,20.2,72,5.5,2.05,1.44,304.0,19.0,81.0,,,,,,,,,,,,,,
2026-05-28 09:00:00,5.51,357,21.9,64,5.5,1.98,1.5,307.0,19.3,80.0,,,,,,,,,,,,,,
2026-05-28 10:00:00,5.41,356,22.8,58,5.3,2.14,1.66,303.0,19.5,79.0,,,,,,,,,,,,,,
2026-05-28 11:00:00,5.32,356,23.4,54,5.1,2.51,1.89,302.0,19.5,79.0,,,,,,,,,,,,,,
2026-05-28 12:00:00,5.36,351,23.7,51,5.2,2.86,2.15,298.0,19.6,79.0,,,,,,,,,,,,,,
2026-05-28 13:00:00,5.66,339,23.6,51,5.9,3.23,2.37,298.0,19.6,79.0,,,,,,,,,,,,,,
2026-05-28 14:00:00,6.49,326,23.1,53,6.8,3.64,2.55,296.0,19.5,79.0,,,,,,,,,,,,,,
2026-05-28 15:00:00,7.3,319,22.6,56,7.5,3.89,2.73,298.0,19.3,79.0,,,,,,,,,,,,,,
2026-05-28 16:00:00,7.85,317,22.0,59,7.9,4.14,2.72,306.0,19.1,80.0,,,,,,,,,,,,,,
2026-05-28 17:00:00,8.06,316,21.3,64,8.0,4.55,2.76,316.0,18.8,81.0,,,,,,,,,,,,,,
2026-05-28 18:00:00,7.43,318,20.5,68,7.6,5.15,2.88,326.0,18.4,82.0,,,,,,,,,,,,,,
2026-05-28 19:00:00,5.33,326,19.3,73,6.1,5.85,3.09,335.0,18.1,83.0,,,,,,,,,,,,,,
2026-05-28 20:00:00,3.03,352,18.1,79,4.1,6.67,3.32,344.0,17.7,84.0,,,,,,,,,,,,,,
2026-05-28 21:00:00,2.34,40,17.2,82,2.4,7.38,3.55,350.0,17.4,84.0,,,,,,,,,,,,,,
2026-05-28 22:00:00,2.13,49,16.9,80,1.4,7.84,3.72,354.0,17.0,83.0,,,,,,,,,,,,,,
2026-05-28 23:00:00,1.58,35,17.0,75,0.9,8.03,3.81,355.0,16.7,82.0,,,,,,,,,,,,,,
2026-05-29 00:00:00,0.81,30,17.0,73,0.9,8.12,3.81,357.0,16.4,81.0,,,,,,,,,,,,,,
2026-05-29 01:00:00,1.17,160,16.7,76,1.9,8.11,3.8,358.0,16.2,80.0,,,,,,,,,,,,,,
2026-05-29 02:00:00,3.45,170,16.4,82,3.6,8.0,3.8,358.0,16.1,78.0,,,,,,,,,,,,,,
2026-05-29 03:00:00,5.26,171,16.2,87,4.9,7.6,3.7,360.0,16.1,76.0,,,,,,,,,,,,,,
2026-05-29 04:00:00,6.07,171,15.9,91,5.7,6.9,3.5,2.0,16.4,74.0,,,,,,,,,,,,,,
2026-05-29 05:00:00,6.38,171,15.7,95,6.2,5.9,3.11,4.0,16.9,71.0,,,,,,,,,,,,,,
2026-05-29 06:00:00,6.18,171,16.2,94,6.2,5.01,2.81,4.0,17.4,68.0,,,,,,,,,,,,,,
2026-05-29 07:00:00,5.46,172,17.9,86,5.4,4.12,2.51,5.0,17.9,65.0,,,,,,,,,,,,,,
2026-05-29 08:00:00,4.32,175,20.3,73,4.0,3.22,2.21,5.0,18.5,63.0,,,,,,,,,,,,,,
2026-05-29 09:00:00,3.31,183,22.1,64,3.1,2.72,2.0,360.0,19.0,61.0,,,,,,,,,,,,,,
2026-05-29 10:00:00,2.88,200,22.6,63,3.0,2.7,2.12,352.0,19.5,61.0,,,,,,,,,,,,,,
2026-05-29 11:00:00,3.12,220,22.4,65,3.3,3.16,2.44,341.0,19.9,61.0,,,,,,,,,,,,,,
2026-05-29 12:00:00,3.58,234,22.3,67,3.7,3.67,2.77,334.0,20.2,62.0,,,,,,,,,,,,,,
2026-05-29 13:00:00,4.25,243,22.4,67,4.3,4.31,3.14,329.0,20.5,63.0,,,,,,,,,,,,,,
2026-05-29 14:00:00,4.94,249,22.4,66,5.0,4.97,3.55,328.0,20.7,65.0,,,,,,,,,,,,,,
2026-05-29 15:00:00,5.44,250,22.3,66,5.5,5.46,3.74,326.0,20.6,66.0,,,,,,,,,,,,,,
2026-05-29 16:00:00,5.59,246,21.7,68,5.8,5.55,3.61,326.0,20.2,67.0,,,,,,,,,,,,,,
2026-05-29 17:00:00,5.75,239,20.8,72,5.9,5.46,3.22,330.0,19.6,69.0,,,,,,,,,,,,,,
2026-05-29 18:00:00,5.69,231,20.1,75,5.9,5.26,2.86,335.0,19.0,70.0,,,,,,,,,,,,,,
2026-05-29 19:00:00,5.52,222,19.5,77,5.8,5.06,2.44,341.0,18.3,71.0,,,,,,,,,,,,,,
2026-05-29 20:00:00,5.44,212,18.9,80,5.7,4.73,2.12,352.0,17.6,72.0,,,,,,,,,,,,,,
2026-05-29 21:00:00,5.19,205,18.6,81,5.3,4.46,1.81,6.0,16.9,73.0,,,,,,,,,,,,,,
2026-05-29 22:00:00,4.83,204,18.6,81,4.7,4.21,1.71,21.0,16.3,74.0,,,,,,,,,,,,,,
2026-05-29 23:00:00,4.38,207,18.8,80,3.9,4.0,1.66,33.0,15.7,75.0,,,,,,,,,,,,,,
2026-05-30 00:00:00,3.58,210,18.8,80,3.1,3.85,1.77,43.0,15.2,75.0,,,,,,,,,,,,,,
2026-05-30 01:00:00,2.37,208,18.3,82,2.2,3.64,1.84,49.0,14.8,75.0,,,,,,,,,,,,,,
2026-05-30 02:00:00,1.0,186,17.6,85,1.4,3.45,1.89,58.0,14.6,75.0,,,,,,,,,,,,,,
2026-05-30 03:00:00,0.71,82,17.1,87,1.0,3.26,1.92,62.0,14.7,74.0,,,,,,,,,,,,,,
2026-05-30 04:00:00,1.64,52,16.7,88,1.5,2.97,1.84,68.0,15.3,71.0,,,,,,,,,,,,,,
2026-05-30 05:00:00,2.55,42,16.4,91,2.4,2.5,1.58,72.0,16.2,67.0,,,,,,,,,,,,,,
2026-05-30 06:00:00,3.26,43,16.8,89,3.2,2.13,1.36,73.0,17.2,63.0,,,,,,,,,,,,,,
2026-05-30 07:00:00,3.76,50,18.3,82,3.6,1.7,1.04,73.0,18.2,59.0,,,,,,,,,,,,,,
2026-05-30 08:00:00,4.12,61,20.5,72,3.8,1.28,0.73,74.0,19.2,56.0,,,,,,,,,,,,,,
2026-05-30 09:00:00,4.21,62,22.4,64,4.0,0.85,0.36,56.0,20.1,54.0,,,,,,,,,,,,,,
2026-05-30 10:00:00,3.89,48,23.6,61,4.1,0.6,0.45,333.0,20.6,54.0,,,,,,,,,,,,,,
2026-05-30 11:00:00,3.81,23,24.4,60,4.2,1.06,1.08,304.0,21.0,56.0,,,,,,,,,,,,,,
2026-05-30 12:00:00,4.1,1,24.8,59,4.3,1.75,1.66,303.0,21.2,58.0,,,,,,,,,,,,,,
2026-05-30 13:00:00,4.43,342,24.5,58,4.7,2.37,2.25,302.0,21.4,60.0,,,,,,,,,,,,,,
2026-05-30 14:00:00,5.0,323,23.7,58,5.2,3.0,2.69,301.0,21.4,63.0,,,,,,,,,,,,,,
2026-05-30 15:00:00,5.17,311,23.0,59,5.2,3.35,2.97,303.0,21.3,65.0,,,,,,,,,,,,,,
2026-05-30 16:00:00,4.12,299,22.6,62,4.4,3.22,2.8,305.0,20.9,67.0,,,,,,,,,,,,,,
2026-05-30 17:00:00,2.6,272,22.2,66,3.1,2.8,2.34,310.0,20.3,69.0,,,,,,,,,,,,,,
2026-05-30 18:00:00,2.02,237,21.7,70,2.0,2.4,1.84,315.0,19.6,71.0,,,,,,,,,,,,,,
2026-05-30 19:00:00,1.58,235,20.8,75,1.4,2.11,1.36,324.0,19.0,73.0,,,,,,,,,,,,,,
2026-05-30 20:00:00,1.0,264,19.8,80,1.0,1.84,0.92,347.0,18.2,74.0,,,,,,,,,,,,,,
2026-05-30 21:00:00,0.85,315,19.1,84,0.8,1.91,0.85,21.0,17.5,76.0,,,,,,,,,,,,,,
2026-05-30 22:00:00,0.9,360,18.7,85,0.9,2.16,1.0,37.0,16.8,78.0,,,,,,,,,,,,,,
2026-05-30 23:00:00,1.22,35,18.7,84,1.3,2.4,1.13,45.0,16.2,81.0,,,,,,,,,,,,,,
